state,seat,undi_keluar_peti,undi_dalam_peti,undi_tak_kembali,undi_tolak,majoriti,peratus_keluar,undi_rosak,pengundi_jumlah,pengundi_tidak_hadir,rosak_vs_keseluruhan,rosak_vs_majoriti,tidakhadir_vs_majoriti
Sarawak,P.197 Kota Samarahan,31612,31531,81,528,17401,82.8,609,38178,6566,1.9264836138175379,3.49979886213436,37.73346359404632
Sarawak,P.198 Puncak Borneo,32695,32579,116,674,9721,77.2,790,42351,9656,2.4162716011622574,8.12673593251723,99.3313445118815
Sarawak,P.199 Serian,26562,26523,39,296,13151,78.8,335,33708,7146,1.261200210827498,2.547334803437001,54.33807315033077
Sarawak,P.200 Batang Sadong,15541,15521,20,227,11260,78.3,247,19848,4307,1.5893443150376423,2.19360568383659,38.250444049733574
Sarawak,P.201 Batang Lupar,20754,20711,43,425,10964,75.9,468,27343,6589,2.2549869904596704,4.268515140459686,60.096680043779635
Sarawak,P.202 Sri Aman,22409,22353,56,224,6550,75.2,280,29799,7390,1.2494979695657995,4.2748091603053435,112.82442748091603
Sarawak,P.203 Lubok Antu,15166,15138,28,143,4091,78.6,171,19295,4129,1.1275220888830277,4.179907113175263,100.92886824737228
Sarawak,P.204 Betong,20439,20380,59,315,10887,77.6,374,26338,5899,1.829835119134987,3.4352897951685493,54.18388904197668
Sarawak,P.205 Saratok,22136,22058,78,258,2081,80.3,336,27566,5430,1.5178894109143477,16.146083613647285,260.932244113407
Sarawak,P.206 Tanjong Manis,14402,14344,58,238,10964,75.0,296,19202,4800,2.0552701013748087,2.69974461875228,43.77964246625319
Sarawak,P.207 Igan,13898,13865,33,222,10149,78.2,255,17772,3874,1.8347963735789323,2.512562814070352,38.17124839885703
Sarawak,P.208 Sarikei,28353,28298,55,277,505,77.6,332,36537,8184,1.1709519274856277,65.74257425742574,1620.5940594059407
Sarawak,P.209 Julau,16973,16957,16,278,5955,75.4,294,22510,5537,1.7321628468744477,4.937027707808564,92.9806884970613
Sarawak,P.210 Kanowit,13759,13743,16,276,3042,70.8,292,19433,5674,2.122247256341304,9.59894806048652,186.52202498356345
Sarawak,P.211 Lanang,44956,44900,56,304,8630,78.7,360,57123,12167,0.8007829878103034,4.171494785631518,140.98493626882967
Sarawak,P.212 Sibu,51588,51474,114,496,2841,79.9,610,64565,12977,1.1824455299682097,21.471312917986623,456.77578317493845
Sarawak,P.213 Mukah,19879,19838,41,417,12764,75.1,458,26470,6591,2.303938829921022,3.588216859918521,51.63741773738641
Sarawak,P.214 Selangau,20753,20725,28,309,7555,81.5,337,25463,4710,1.623861610369585,4.460622104566512,62.34281932495036
Sarawak,P.215 Kapit,17474,17432,42,271,9731,66.7,313,26197,8723,1.7912326885658691,3.2165245093001746,89.64135237899497
Sarawak,P.216 Hulu Rajang,14763,14742,21,213,5834,68.1,234,21678,6915,1.5850436903068483,4.010970174837161,118.52931093589305
Sarawak,P.217 Bintulu,45968,45941,27,458,7433,76.8,485,59854,13886,1.0550817960320222,6.524956276066192,186.8155522669178
Sarawak,P.218 Sibuti,20947,20918,29,288,6066,73.9,317,28345,7398,1.513343199503509,5.225848994394989,121.95845697329378
Sarawak,P.219 Miri,52813,52762,51,630,1992,74.2,681,71176,18363,1.289455247760968,34.18674698795181,921.8373493975903
Sarawak,P.220 Baram,18796,18775,21,242,194,64.0,263,29368,10572,1.3992338795488402,135.56701030927834,5449.484536082474
Sarawak,P.221 Limbang,17912,17859,53,162,8301,73.8,215,24271,6359,1.2003126395712371,2.5900493916395617,76.60522828574871
Sarawak,P.222 Lawas,14113,14072,41,177,6030,74.9,218,18842,4729,1.5446751222277333,3.615257048092869,78.424543946932
