state,parlimen,dun,ballot_order_x,name,name_ballot,party,acronym,age,sex,ethnicity,ballot_order_y,votes,votes_perc,result
Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,2,MOHD NAJIB BIN MOHD ISA,NAJIB TAN SRI ISA,BARISAN NASIONAL OF MALAYSIA,BN,44,male,malay,2,7495,40.698305821025194,lost
Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,1,MOHD FAIZAL BIN RAMLI,DATUK MOHD FAIZAL RAMLI,BARISAN NASIONAL OF MALAYSIA,BN,51,male,malay,1,7832,55.14327958881926,won
Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,2,ZAMRI BIN MD SAID,ZAMRI BIN MD SAID,PERIKATAN NASIONAL,PN,51,male,malay,2,6371,44.85672041118073,lost
Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,1,ZABIDI BIN ARIFFIN,ZABIDI BIN ARIFFIN,PERIKATAN NASIONAL,PN,60,male,malay,1,4243,33.99294984778081,lost
Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,2,RAJASEKARAN A/L GUNNASEKARAN,DR.RAJA,PAKATAN HARAPAN,PH,42,male,indian,2,8239,66.0070501522192,won
Negeri Sembilan,P.133 Tampin,N.34 Gemas,1,RIDZUAN BIN AHMAD,HAJI RIDZUAN AHMAD,PERIKATAN NASIONAL,PN,46,male,malay,1,11653,57.72812840582582,won
Negeri Sembilan,P.133 Tampin,N.34 Gemas,2,ABD RAZAK BIN AB SAID,ABD RAZAK BIN AB SAID,BARISAN NASIONAL OF MALAYSIA,BN,58,male,malay,2,8533,42.27187159417418,lost
Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,1,TENGKU ABDULLAH BIN TENGKU RAKMAN,USTAZ TENGKU,PERIKATAN NASIONAL,PN,64,male,malay,1,6471,42.08506763787721,lost
Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,2,SUHAIMIZAN BIN BIZAR,SUHAIMIZAN BIZAR (HAI),BARISAN NASIONAL OF MALAYSIA,BN,39,male,malay,2,8905,57.914932362122784,won
Negeri Sembilan,P.133 Tampin,N.36 Repah,1,YONG LI YI,ELAINE YONG LI YI,PERIKATAN NASIONAL,PN,34,female,chinese,1,5557,32.565635255508674,lost
Negeri Sembilan,P.133 Tampin,N.36 Repah,2,VEERAPAN A/L SUPERAMANIAM,VEERAPAN A/L SUPERAMANIAM,PAKATAN HARAPAN,PH,48,male,indian,2,11507,67.43436474449133,won
