state,parlimen,ballot_order,name,age,sex,ethnicity,party,votes,result,result_desc
Selangor,P.103 Puchong,2,GOBIND SINGH DEO,34,male,other,PARTI TINDAKAN DEMOKRATIK (DAP),35079,1,won
Selangor,P.104 Subang,1,BILLI LIM,57,male,chinese,BEBAS (BEBAS),1895,0,lost_deposit
Selangor,P.104 Subang,2,GWO BURNE LOH,34,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),30298,1,won
Selangor,P.104 Subang,3,LEE HWA BENG,54,male,chinese,BARISAN NASIONAL (BN),25267,0,lost
Selangor,P.105 Petaling Jaya,1,HEE LOY SIAN,37,male,chinese,PARTI KEADILAN RAKYAT (PKR),28598,1,won
Selangor,P.105 Petaling Jaya,2,DONALD LIM SIANG CHAI,52,male,chinese,BARISAN NASIONAL (BN),22892,0,lost
Selangor,P.106 Damansara,1,CHEW MEI FUN,43,female,chinese,BARISAN NASIONAL (BN),17879,0,lost
Selangor,P.106 Damansara,2,TONY PUA,35,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),37851,1,won
Selangor,P.107 Sungai Buloh,1,S. MURUGESAN,40,male,indian,BARISAN NASIONAL (BN),28315,0,lost
Selangor,P.107 Sungai Buloh,2,SIVARASA RASIAH,51,male,indian,PARTI KEADILAN RAKYAT (PKR),35024,1,won
Selangor,P.108 Shah Alam,1,ABDUL AZIZ BIN SHAMSUDDIN,69,male,bumiputera,BARISAN NASIONAL (BN),24042,0,lost
Selangor,P.108 Shah Alam,2,KHALID ABDUL SAMAD,50,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),33356,1,won
Selangor,P.109 Kapar,1,KOMALA DEVI,53,female,indian,BARISAN NASIONAL (BN),35899,0,lost
Selangor,P.109 Kapar,2,MANIKAVASAGAM,42,male,indian,PARTI KEADILAN RAKYAT (PKR),48196,1,won
Selangor,P.110 Klang,1,CHARLES SANTIAGO,47,male,indian,PARTI TINDAKAN DEMOKRATIK (DAP),37990,1,won
Selangor,P.110 Klang,2,CH'NG TOH ENG,51,male,chinese,BARISAN NASIONAL (BN),20289,0,lost
Selangor,P.111 Kota Raja,1,MARIAH MAHMUD,50,female,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),38630,1,won
Selangor,P.111 Kota Raja,2,SA. VIGNESWARAN,42,male,indian,BARISAN NASIONAL (BN),17879,0,lost
Selangor,P.112 Kuala Langat,1,SULAIMAN BIN MOHD KARLI,49,male,bumiputera,BARISAN NASIONAL (BN),25698,0,lost
Selangor,P.112 Kuala Langat,2,ABDULLAH SANI,46,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),26687,1,won
Selangor,P.113 Sepang,1,MOHD ZIN MOHAMED,53,male,bumiputera,BARISAN NASIONAL (BN),26381,1,won
Selangor,P.113 Sepang,2,MOHD MAKKI,52,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),21532,0,lost
W.P. Kuala Lumpur,P.114 Kepong,1,TAN SENG GIAW,65,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),35552,1,won
W.P. Kuala Lumpur,P.114 Kepong,2,LAU HOI KEONG,38,male,chinese,BARISAN NASIONAL (BN),11704,0,lost
W.P. Kuala Lumpur,P.115 Batu,1,TIAN CHUA,44,male,chinese,PARTI KEADILAN RAKYAT (PKR),29785,1,won
W.P. Kuala Lumpur,P.115 Batu,2,LIM SI PIN,38,male,bumiputera,BARISAN NASIONAL (BN),20330,0,lost
W.P. Kuala Lumpur,P.116 Wangsa Maju,1,WEE CHOO KEONG,54,male,chinese,PARTI KEADILAN RAKYAT (PKR),19637,1,won
W.P. Kuala Lumpur,P.116 Wangsa Maju,2,YEW TEONG LOOK,51,male,chinese,BARISAN NASIONAL (BN),19487,0,lost
W.P. Kuala Lumpur,P.117 Segambut,1,MA WOEI CHYI,36,male,chinese,BARISAN NASIONAL (BN),17314,0,lost
W.P. Kuala Lumpur,P.117 Segambut,2,LIM LIP ENG,35,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),25046,1,won
W.P. Kuala Lumpur,P.118 Setiawangsa,1,ZULHASNAN BIN RAFIQUE,53,male,bumiputera,BARISAN NASIONAL (BN),25489,1,won
W.P. Kuala Lumpur,P.118 Setiawangsa,2,IBRAHIM BIN YAACOB,55,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),17355,0,lost
W.P. Kuala Lumpur,P.119 Titiwangsa,1,AZIZ JAMALUDIN,53,male,bumiputera,BARISAN NASIONAL (BN),15885,0,lost
W.P. Kuala Lumpur,P.119 Titiwangsa,2,LO'LO',50,female,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),17857,1,won
W.P. Kuala Lumpur,P.120 Bukit Bintang,1,FONG KUI LUN,61,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),26811,1,won
W.P. Kuala Lumpur,P.120 Bukit Bintang,2,LEE CHONG MENG,58,male,chinese,BARISAN NASIONAL (BN),12534,0,lost
W.P. Kuala Lumpur,P.121 Lembah Pantai,1,PERIASAMY,47,male,indian,BEBAS (BEBAS),489,0,lost_deposit
W.P. Kuala Lumpur,P.121 Lembah Pantai,2,SHAHRIZAT ABDUL JALIL,54,female,bumiputera,BARISAN NASIONAL (BN),18833,0,lost
W.P. Kuala Lumpur,P.121 Lembah Pantai,3,NURUL IZZAH ANWAR,27,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),21728,1,won
W.P. Kuala Lumpur,P.122 Seputeh,1,TERESA KOK,43,female,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),47230,1,won
W.P. Kuala Lumpur,P.122 Seputeh,2,CHEW CHEE LIN,27,female,chinese,BARISAN NASIONAL (BN),10738,0,lost
W.P. Kuala Lumpur,P.123 Cheras,1,TAN KOK WAI,50,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),39253,1,won
W.P. Kuala Lumpur,P.123 Cheras,2,JEFFREY GOH SIM IK,35,male,chinese,BARISAN NASIONAL (BN),10953,0,lost
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,TAN CHAI HO,59,male,chinese,BARISAN NASIONAL (BN),25608,0,lost
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2,ABDUL KHALID IBRAHIM,61,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),28123,1,won
W.P. Putrajaya,P.125 Putrajaya,1,MOHAMAD NOOR MOHAMAD,49,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),1304,0,lost
W.P. Putrajaya,P.125 Putrajaya,2,TENGKU ADNAN BIN TENGKU MANSOR,57,male,bumiputera,BARISAN NASIONAL (BN),4038,1,won
Negeri Sembilan,P.126 Jelebu,1,RAIS YATIM,65,male,bumiputera,BARISAN NASIONAL (BN),19737,1,won
Negeri Sembilan,P.126 Jelebu,2,NORMAN IPIN,36,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),8127,0,lost
Negeri Sembilan,P.127 Jempol,1,LILAH BIN YASIN,50,male,bumiputera,BARISAN NASIONAL (BN),25294,1,won
Negeri Sembilan,P.127 Jempol,2,SITI MERIAM,65,female,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),12974,0,lost
Negeri Sembilan,P.128 Seremban,1,YU CHOK TOW,52,female,chinese,BARISAN NASIONAL (BN),29022,0,lost
Negeri Sembilan,P.128 Seremban,2,JOHN FERNANDEZ,66,male,indian,PARTI TINDAKAN DEMOKRATIK (DAP),32970,1,won
Negeri Sembilan,P.129 Kuala Pilah,1,HASAN BIN MALEK,61,male,bumiputera,BARISAN NASIONAL (BN),20417,1,won
Negeri Sembilan,P.129 Kuala Pilah,2,ANNUAR BIN MOHD SALLEH,68,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),10409,0,lost
Negeri Sembilan,P.130 Rasah,1,YEOW CHAI THIAM,54,male,chinese,BARISAN NASIONAL (BN),21120,0,lost
Negeri Sembilan,P.130 Rasah,2,LOKE SIEW FOOK,30,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),34271,1,won
Negeri Sembilan,P.131 Rembau,1,KHAIRY JAMALUDDIN ABU BAKAR,32,male,bumiputera,BARISAN NASIONAL (BN),26525,1,won
Negeri Sembilan,P.131 Rembau,2,BADRUL,29,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),20779,0,lost
Negeri Sembilan,P.132 Port Dickson,1,S. SOTHINATHAN,47,male,indian,BARISAN NASIONAL (BN),20544,0,lost
Negeri Sembilan,P.132 Port Dickson,2,KAMARUL BAHARIN ABBAS,60,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),23348,1,won
Negeri Sembilan,P.132 Port Dickson,3,MOHD RASHID BIN ARSHAD,49,male,bumiputera,BEBAS (BEBAS),601,0,lost_deposit
Negeri Sembilan,P.133 Tampin,1,SHAZIMAN BIN ABU MANSOR,44,male,bumiputera,BARISAN NASIONAL (BN),24022,1,won
Negeri Sembilan,P.133 Tampin,2,ABDUL RAZAKEK,48,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),10943,0,lost
Melaka,P.134 Masjid Tanah,1,ABU SEMAN YUSOP,64,male,bumiputera,BARISAN NASIONAL (BN),21582,1,won
Melaka,P.134 Masjid Tanah,2,ABDUL GHANI ABDUL RAHMAN,62,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),9297,0,lost
Melaka,P.135 Alor Gajah,1,TAN LAY SIANG,41,female,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),13470,0,lost
Melaka,P.135 Alor Gajah,2,FONG CHAN ONN,64,male,chinese,BARISAN NASIONAL (BN),26354,1,won
Melaka,P.136 Tangga Batu,1,ZAINON JAAFAR,61,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),15960,0,lost
Melaka,P.136 Tangga Batu,2,IDRIS BIN HJ HARON,41,male,bumiputera,BARISAN NASIONAL (BN),30460,1,won
Melaka,P.137 Hang Tuah Jaya,1,MOHD SIRAT BIN ABU,48,male,bumiputera,BARISAN NASIONAL (BN),30975,1,won
Melaka,P.137 Hang Tuah Jaya,2,KHALID JAAFAR,52,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),29217,0,lost
Melaka,P.138 Kota Melaka,1,WONG NAI CHEE,39,male,chinese,BARISAN NASIONAL (BN),27250,0,lost
Melaka,P.138 Kota Melaka,2,SIM TONG HIM,59,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),38640,1,won
Melaka,P.139 Jasin,1,ZULKEFLY OTHMAN,38,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),15373,0,lost
Melaka,P.139 Jasin,2,AHMAD HAMZAH,59,male,bumiputera,BARISAN NASIONAL (BN),28101,1,won
Johor,P.140 Segamat,1,S. SUBRAMANIAM,54,male,indian,BARISAN NASIONAL (BN),15921,1,won
Johor,P.140 Segamat,2,PANG HOK LIONG,50,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),12930,0,lost
Johor,P.141 Sekijang,1,ZULKAPLY BIN SALLEH,68,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),8112,0,lost
Johor,P.141 Sekijang,2,BAHARUM BIN MOHAMED,51,male,bumiputera,BARISAN NASIONAL (BN),17979,1,won
Johor,P.142 Labis,1,CHUA TEE YONG,30,male,chinese,BARISAN NASIONAL (BN),13658,1,won
Johor,P.142 Labis,2,TEO ENG CHING,31,female,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),9564,0,lost
Johor,P.143 Pagoh,1,MOHD ROZALI BIN JAMIL AL-HAFIZ,36,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),8447,0,lost
Johor,P.143 Pagoh,2,MUHYIDDIN BIN MD YASIN,60,male,bumiputera,BARISAN NASIONAL (BN),21028,1,won
Johor,P.144 Ledang,1,HAMIM SAMURI,49,male,bumiputera,BARISAN NASIONAL (BN),25319,1,won
Johor,P.144 Ledang,2,LAU TEK HAI,37,male,chinese,PARTI KEADILAN RAKYAT (PKR),17702,0,lost
Johor,P.145 Bakri,1,TAY PUAY CHUAN,43,male,chinese,BARISAN NASIONAL (BN),20329,0,lost
Johor,P.145 Bakri,2,ER TECK HWA,35,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),21051,1,won
Johor,P.146 Muar,1,RAZALI BIN IBRAHIM,37,male,bumiputera,BARISAN NASIONAL (BN),16986,1,won
Johor,P.146 Muar,2,NAH BUDIN,42,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),12325,0,lost
Johor,P.147 Parit Sulong,1,FAISAL BIN ALI,56,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),12467,0,lost
Johor,P.147 Parit Sulong,2,NORAINI AHMAD,40,female,bumiputera,BARISAN NASIONAL (BN),26066,1,won
Johor,P.148 Ayer Hitam,1,WEE KA SIONG,39,male,chinese,BARISAN NASIONAL (BN),20230,1,won
Johor,P.148 Ayer Hitam,2,HUSIN BIN SUJAK,60,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),6321,0,lost
Johor,P.149 Sri Gading,1,ALI MARKOM,77,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),8767,0,lost
Johor,P.149 Sri Gading,2,MOHAMAD AZIZ,67,male,bumiputera,BARISAN NASIONAL (BN),19641,1,won
Johor,P.150 Batu Pahat,1,MUHAMMAD BIN ABDULLAH,37,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),19625,0,lost
Johor,P.150 Batu Pahat,2,MOHD PUAD BIN ZARKASHI,50,male,bumiputera,BARISAN NASIONAL (BN),32593,1,won
Johor,P.151 Simpang Renggam,1,LIANG TECK MENG,36,male,chinese,BARISAN NASIONAL (BN),16450,1,won
Johor,P.151 Simpang Renggam,2,ATAN BIN HJ GOMBANG,55,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),8597,0,lost
Johor,P.152 Kluang,1,HOU KOK CHUNG,45,male,chinese,BARISAN NASIONAL (BN),27970,1,won
Johor,P.152 Kluang,2,NG LAM HUA,58,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),24189,0,lost
Johor,P.153 Sembrong,1,HISHAMMUDDIN TUN HUSSEIN,46,male,bumiputera,BARISAN NASIONAL (BN),17988,1,won
Johor,P.153 Sembrong,2,LEE SANG,67,male,chinese,PARTI KEADILAN RAKYAT (PKR),6418,0,lost
Johor,P.154 Mersing,1,ABDUL LATIFF,49,male,bumiputera,BARISAN NASIONAL (BN),20116,1,won
Johor,P.154 Mersing,2,SHAHAR BIN ABDULLAH,68,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),6380,0,lost
Johor,P.155 Tenggara,1,SALLEH BIN FARMIN,50,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),4982,0,lost
Johor,P.155 Tenggara,2,HALIMAH BINTI MOHAMED SADIQUE,46,female,bumiputera,BARISAN NASIONAL (BN),19031,1,won
Johor,P.156 Kota Tinggi,1,SYED HAMID ALBAR,64,male,bumiputera,BARISAN NASIONAL (BN),22682,1,won
Johor,P.156 Kota Tinggi,2,ONN BIN JAAFAR,44,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),3721,0,lost
Johor,P.157 Pengerang,1,AZALINA OTHMAN SAID,44,female,bumiputera,BARISAN NASIONAL (BN),0,1,won_uncontested
Johor,P.158 Tebrau,1,ROSLANI BIN SHARIF,63,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),16124,0,lost
Johor,P.158 Tebrau,2,TENG BOON SOON,66,male,chinese,BARISAN NASIONAL (BN),30975,1,won
Johor,P.159 Pasir Gudang,1,MOHD RIZAN BIN MOHD SAMAN,57,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),18568,0,lost
Johor,P.159 Pasir Gudang,2,MOHAMED KHALED NORDIN,49,male,bumiputera,BARISAN NASIONAL (BN),35849,1,won
Johor,P.160 Johor Bahru,1,SHAHRIR ABDUL SAMAD,58,male,bumiputera,BARISAN NASIONAL (BN),43143,1,won
Johor,P.160 Johor Bahru,2,HASSAN BIN ABDUL KARIM,56,male,bumiputera,PARTI RAKYAT MALAYSIA (PRM),17794,0,lost
Johor,P.161 Pulai,1,ABDULLAH BIN IDERIS,46,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),17587,0,lost
Johor,P.161 Pulai,2,NUR JAZLAN BIN MOHAMED,42,male,bumiputera,BARISAN NASIONAL (BN),38036,1,won
Johor,P.162 Iskandar Puteri,1,TAN AH ENG,52,female,chinese,BARISAN NASIONAL (BN),33630,1,won
Johor,P.162 Iskandar Puteri,2,ZALIHA MUSTAFA,43,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),24779,0,lost
Johor,P.163 Kulai,1,ONG KA TING,51,male,chinese,BARISAN NASIONAL (BN),32017,1,won
Johor,P.163 Kulai,2,NG PACK SIONG,54,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),20273,0,lost
Johor,P.164 Pontian,1,AHMAD MASLAN,41,male,bumiputera,BARISAN NASIONAL (BN),23121,1,won
Johor,P.164 Pontian,2,MOHD ANNUAR BIN MOHD SALLEH,54,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),8677,0,lost
Johor,P.165 Tanjung Piai,1,Wee Jeck SENG,43,male,chinese,BARISAN NASIONAL (BN),23302,1,won
Johor,P.165 Tanjung Piai,2,AHMAD BIN TON,58,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),10931,0,lost
W.P. Labuan,P.166 Labuan,1,YUSSOF BIN MAHAL,50,male,bumiputera,BARISAN NASIONAL (BN),10471,1,won
W.P. Labuan,P.166 Labuan,2,MATUSIN BIN ABDUL RAHMAN,48,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),1106,0,lost_deposit
W.P. Labuan,P.166 Labuan,3,LAU SENG KIAT,47,male,chinese,BEBAS (BEBAS),2014,0,lost
Sabah,P.167 Kudat,1,YAHYA OTHMAN,59,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),7739,0,lost
Sabah,P.167 Kudat,2,ABDUL RAHIM BAKRI,46,male,bumiputera,BARISAN NASIONAL (BN),17634,1,won
Sabah,P.168 Kota Marudu,1,BERMAN BIN ANGKAP,49,male,bumiputera,PARTI BARISAN RAKYAT SABAH BERSEKUTU (BERSEKUTU),457,0,lost_deposit
Sabah,P.168 Kota Marudu,2,ROSLAN MOHD ZAIN,56,male,bumiputera,BEBAS (BEBAS),1109,0,lost_deposit
Sabah,P.168 Kota Marudu,3,ANTHONY BIRI MANDIAU,47,male,chinese,PARTI KEADILAN RAKYAT (PKR),7830,0,lost
Sabah,P.168 Kota Marudu,4,PANGLIMA MAXIMUS JOHNITY ONGKILI,54,male,bumiputera,BARISAN NASIONAL (BN),12028,1,won
Sabah,P.169 Kota Belud,1,SAIDIL@ SAIDI BIN SIMOI,52,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),14822,0,lost
Sabah,P.169 Kota Belud,2,ABDUL RAHMAN BIN DAHLAN,42,male,bumiputera,BARISAN NASIONAL (BN),17842,1,won
Sabah,P.170 Tuaran,1,ANSARI BIN ABDULLAH,53,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),11023,0,lost
Sabah,P.170 Tuaran,2,ENGINEER AJIN GAGAH,57,male,bumiputera,BEBAS (BEBAS),879,0,lost_deposit
Sabah,P.170 Tuaran,3,PANGLIMA WILFRED M. BUMBURING,56,male,bumiputera,BARISAN NASIONAL (BN),17645,1,won
Sabah,P.171 Sepanggar,1,EDWARD EWOL MUJIE,64,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),3709,0,lost
Sabah,P.171 Sepanggar,2,MOHD IBRAHIM BIN ABDULLAH @ YEMBUN BIN KULELING,53,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),5423,0,lost
Sabah,P.171 Sepanggar,3,ERIC E. MAJIMBUN,58,male,bumiputera,BARISAN NASIONAL (BN),16884,1,won
Sabah,P.172 Kota Kinabalu,1,HIEW KING CHEU,56,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),9464,1,won
Sabah,P.172 Kota Kinabalu,2,KONG YU KIONG,43,male,chinese,BEBAS (BEBAS),341,0,lost_deposit
Sabah,P.172 Kota Kinabalu,3,CHRISTINA LIEW,55,female,chinese,PARTI KEADILAN RAKYAT (PKR),9358,0,lost
Sabah,P.172 Kota Kinabalu,4,CHIN TEK MING,37,male,chinese,BARISAN NASIONAL (BN),8420,0,lost
Sabah,P.173 Putatan,1,MARCUS MAKIN MOJIGOH,55,male,bumiputera,BARISAN NASIONAL (BN),13737,1,won
Sabah,P.173 Putatan,2,SAUKINAH BINTI YUSSOF,48,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),7292,0,lost
Sabah,P.173 Putatan,3,RAMZAH AHMAD PAKIR,60,male,bumiputera,BEBAS (BEBAS),918,0,lost_deposit
Sabah,P.174 Penampang,1,EDWIN @ JACK BOSI,51,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),10337,0,lost
Sabah,P.174 Penampang,2,WILLYBROAD MISSI,47,male,bumiputera,BEBAS (BEBAS),404,0,lost_deposit
Sabah,P.174 Penampang,3,ANTHONY TIBOK,45,male,bumiputera,BEBAS (BEBAS),696,0,lost_deposit
Sabah,P.174 Penampang,4,BERNARD GILUK DOMPOK,58,male,bumiputera,BARISAN NASIONAL (BN),13400,1,won
Sabah,P.175 Papar,1,PATRICK SINDU,52,male,bumiputera,BEBAS (BEBAS),2268,0,lost_deposit
Sabah,P.175 Papar,2,ROSNAH HJ ABDUL RASHID SHIRLIN,35,female,bumiputera,BARISAN NASIONAL (BN),15352,1,won
Sabah,P.175 Papar,3,WAHAP BIN IDRIS,60,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),5778,0,lost
Sabah,P.175 Papar,4,MOHD HASHIM YUSOF,54,male,bumiputera,BEBAS (BEBAS),429,0,lost_deposit
Sabah,P.176 Kimanis,1,JAAFAR BIN ISMAIL,51,male,bumiputera,BEBAS (BEBAS),4789,0,lost
Sabah,P.176 Kimanis,2,ANIFAH AMAN,54,male,bumiputera,BARISAN NASIONAL (BN),10242,1,won
Sabah,P.176 Kimanis,3,ISMAILY BUNGSU,52,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),1615,0,lost_deposit
Sabah,P.176 Kimanis,4,BENJAMIN BASINTAL,53,male,bumiputera,BEBAS (BEBAS),205,0,lost_deposit
Sabah,P.177 Beaufort,1,LAJIM BIN MD YUSOF,64,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),3866,0,lost
Sabah,P.177 Beaufort,2,LAJIM BIN UKIN (PANGLIMA),52,male,bumiputera,BARISAN NASIONAL (BN),14780,1,won
Sabah,P.178 Sipitang,1,SAPAWI BIN AMAT WASALI @ AHMAD,53,male,bumiputera,BARISAN NASIONAL (BN),11905,1,won
Sabah,P.178 Sipitang,2,KARIM BIN TASSIM,61,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),5759,0,lost
Sabah,P.179 Ranau,1,SIRINGAN GUBAT,58,male,bumiputera,BARISAN NASIONAL (BN),14074,1,won
Sabah,P.179 Ranau,2,JONATHAN BIN YASIN,40,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),6823,0,lost
Sabah,P.179 Ranau,3,VITOS MARK KODING,30,male,bumiputera,BEBAS (BEBAS),619,0,lost_deposit
Sabah,P.180 Keningau,1,PETER KODOU,61,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),560,0,lost_deposit
Sabah,P.180 Keningau,2,JEFFREY KITINGAN,60,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),10334,0,lost
Sabah,P.180 Keningau,3,JOSEPH PAIRIN KITINGAN,67,male,bumiputera,BARISAN NASIONAL (BN),14598,1,won
Sabah,P.181 Tenom,1,RICHARD JOE JIMMY,52,male,bumiputera,BEBAS (BEBAS),2499,0,lost
Sabah,P.181 Tenom,2,ADRIS TARIPIN,42,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),2652,0,lost
Sabah,P.181 Tenom,3,MUTANG @ SYLVESTER BIN DAWAT,56,male,bumiputera,PARTI BARISAN RAKYAT SABAH BERSEKUTU (BERSEKUTU),485,0,lost_deposit
Sabah,P.181 Tenom,4,RAIME BIN UNGGI,38,male,bumiputera,BARISAN NASIONAL (BN),9535,1,won
Sabah,P.182 Pensiangan,1,JOSEPH KURUP,63,male,bumiputera,BARISAN NASIONAL (BN),0,1,won_uncontested
Sabah,P.183 Beluran,1,NORDIN BIN KHANI,46,male,bumiputera,BEBAS (BEBAS),175,0,lost_deposit
Sabah,P.183 Beluran,2,RAMSAH,56,male,bumiputera,BEBAS (BEBAS),2738,0,lost
Sabah,P.183 Beluran,3,MICHAEL LUBAN,57,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),1271,0,lost_deposit
Sabah,P.183 Beluran,4,RONALD KIANDEE,47,male,bumiputera,BARISAN NASIONAL (BN),7090,1,won
Sabah,P.183 Beluran,5,PETRUS RINING,44,male,bumiputera,BEBAS (BEBAS),571,0,lost_deposit
Sabah,P.184 Libaran,1,AHMAD THAMRIN JAINI,58,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),6139,0,lost
Sabah,P.184 Libaran,2,JUSLIE AJIROL,54,male,bumiputera,BARISAN NASIONAL (BN),13668,1,won
Sabah,P.185 Batu Sapi,1,EDMUND CHONG KET WAH,51,male,chinese,BARISAN NASIONAL (BN),9479,1,won
Sabah,P.185 Batu Sapi,2,CHUNG KWONG WING,46,male,chinese,BEBAS (BEBAS),5771,0,lost
Sabah,P.186 Sandakan,1,FONG VUN FUI,42,male,chinese,BEBAS (BEBAS),2929,0,lost
Sabah,P.186 Sandakan,2,CHONG CHUI LIN,57,female,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),8121,0,lost
Sabah,P.186 Sandakan,3,LIEW VUI KEONG,48,male,chinese,BARISAN NASIONAL (BN),8297,1,won
Sabah,P.187 Kinabatangan,1,BUNG MOKTAR RADIN,48,male,bumiputera,BARISAN NASIONAL (BN),8507,1,won
Sabah,P.187 Kinabatangan,2,DASIM @ RICKY BIN JIKAH,36,male,bumiputera,BEBAS (BEBAS),1515,0,lost_deposit
Sabah,P.187 Kinabatangan,3,AHMAD BIN ABDUL,61,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),2181,0,lost
Sabah,P.188 Lahad Datu,1,SALLEH KALBI,43,male,bumiputera,BARISAN NASIONAL (BN),18111,1,won
Sabah,P.188 Lahad Datu,2,HASHBULLAH BIN IMAM OHANG @ MOHD TAHA,62,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),8319,0,lost
Sabah,P.189 Semporna,1,MOHD SHAFIE APDAL,50,male,bumiputera,BARISAN NASIONAL (BN),19419,1,won
Sabah,P.189 Semporna,2,ABDUL AZIS BIN AB.HAMID,49,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),1957,0,lost_deposit
Sabah,P.190 Tawau,1,CHAN FOONG HIN,29,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),9076,0,lost
Sabah,P.190 Tawau,2,CHUA SOON BUI,53,female,chinese,BARISAN NASIONAL (BN),13943,1,won
Sabah,P.190 Tawau,3,BERHAN @ BIRHAN BIN RUSLAN,48,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),3278,0,lost_deposit
Sabah,P.191 Kalabakan,1,ABDUL GHAPUR BIN SALLEH,65,male,bumiputera,BARISAN NASIONAL (BN),0,1,won_uncontested
Sarawak,P.192 Mas Gading,1,PATAU,61,male,bumiputera,PARTI KEBANGSAAN SARAWAK (SNAP),4250,0,lost
Sarawak,P.192 Mas Gading,2,FAVIAN ANAK TISEN,47,male,bumiputera,BEBAS (BEBAS),1476,0,lost_deposit
Sarawak,P.192 Mas Gading,3,TIKI LAFE,54,male,bumiputera,BARISAN NASIONAL (BN),8551,1,won
