state,parlimen,code_state,code_parlimen,year,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other,age_proportion_0_14,age_proportion_15_64,age_proportion_65_above,age_proportion_18_above,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none
Sarawak,P.215 Kapit,13,P.215,2020,6331,43981,43826,155,21837,22144,93.04066079,6.842969927,0.057043764,0.059325515,26.3,65.2,8.5,67.2,15710,11178,3.9,645,348,297,257,154,103,67.1,5.8,2976,4028,3178,0.356,4.7,8,166,885,7,0,1,0,6,2,22,102,731,48,3.7,48.2,100,0
Sarawak,P.216 Hulu Rajang,13,P.216,2020,34080,43394,36901,6493,25333,18061,97.63692041,1.804829137,0.054199073,0.504051381,20.4,74.5,5.1,74.4,17083,14077,3.2,604,276,328,242,128,114,68.8,4.5,3574,4320,2407,0.316,6.1,1,25,313,4,3,0,1,0,0,2,13,152,37.9,0.2,61.9,99.5,0.5
Sarawak,P.217 Bintulu,13,P.217,2020,8300,235099,199185,35914,129002,106097,82.10758842,17.29999749,0.149107614,0.443306474,22.8,73.9,3.3,71.9,66360,59697,3.9,3305,1616,1689,1305,721,584,70.1,3.5,6368,7654,3653,0.34,2.4,5,84,588,313,216,14,10,73,27,314,755,6454,89.1,0.1,10.7,99.9,0.1
Sarawak,P.218 Sibuti,13,P.218,2020,1576,70984,64994,5990,37172,33812,86.72031264,12.71040404,0.149244546,0.420038773,21.7,71.8,6.5,72.5,22589,18138,4,1007,516,491,400,230,170,64,3.6,4704,5834,2729,0.335,7.9,5,61,642,76,56,11,1,8,6,54,86,1037,99,1,0,100,0
Sarawak,P.219 Miri,13,P.219,2020,771,206125,194508,11617,108479,97646,64.97059247,34.38316162,0.319267074,0.326978839,19.6,74.1,6.3,75.2,68212,51506,3.9,2912,1493,1419,1157,666,491,67.4,3.2,6176,7602,4140,0.355,4,4,115,955,382,275,16,12,79,71,502,894,8464,99.1,0.9,0,99.7,0.3
Sarawak,P.220 Baram,13,P.220,2020,22075,63499,55494,8005,34008,29491,94.61022813,4.903232782,0.055861895,0.43067719,22.8,70.2,7,69,23190,16545,3.9,797,398,399,316,177,139,65.2,4.8,3267,4394,2379,0.366,14.4,4,28,507,8,6,0,0,2,0,13,31,601,53.2,0.5,46.3,99.8,0.2
Sarawak,P.221 Limbang,13,P.221,2020,4211,45061,43856,1205,23191,21870,88.02216344,11.66089019,0.07752645,0.23941992,25.7,67.3,7,68.5,13849,11069,4.1,669,346,323,267,155,112,68.2,5.6,4628,5989,3394,0.382,11,17,274,1776,22,11,2,0,9,6,44,92,1044,83.3,7.9,8.8,98.4,1.6
Sarawak,P.222 Lawas,13,P.222,2020,3889,36604,34790,1814,18724,17880,92.63581489,6.855418224,0.068985341,0.439781546,26.7,65.7,7.5,67.5,9902,8632,4.2,531,279,252,211,124,87,74.3,5.5,4006,5222,3299,0.382,14.6,,16,214,16,12,2,0,2,6,36,89,611,77.9,1.3,20.8,99.6,0.4
W.P. Kuala Lumpur,P.114 Kepong,14,P.114,2020,12,106199,88170,18029,62487,43712,20.17352841,72.92843371,6.32641488,0.571623001,15.7,77.1,7.2,80.7,31667,28268,3.3,1114,572,542,400,227,173,72.5,4.7,11274,13087,6500,0.303,0,,38,248,59,35,6,11,7,25,394,610,7333,100,0,0,100,0
W.P. Kuala Lumpur,P.115 Batu,14,P.115,2020,20,219132,172546,46586,131753,87379,56.58838802,30.08878792,12.87308892,0.449735143,15.8,78.5,5.7,80.6,66080,61054,3,2192,1126,1066,789,449,340,71.7,4.8,9426,11019,5817,0.305,0.3,141,1174,4421,155,111,18,9,17,84,535,2654,22933,100,0,0,100,0
W.P. Kuala Lumpur,P.116 Wangsa Maju,14,P.116,2020,16,215600,195262,20338,115803,99797,61.65203675,30.60656963,6.987534697,0.753858918,23,71.3,5.7,72,62008,56346,3.6,2507,1312,1195,904,523,381,71.5,3.4,9716,11153,5768,0.289,0,145,1095,5632,97,56,13,9,19,58,358,898,10905,100,0,0,100,0
W.P. Kuala Lumpur,P.117 Segambut,14,P.117,2020,51,253715,218026,35689,132196,121519,32.42915982,55.76399145,10.65239926,1.154449469,19.2,73.8,7.1,76.3,90043,75498,3.3,3017,1590,1427,1088,633,455,72.9,4.5,15342,20521,9845,0.396,0,9,165,719,223,159,24,19,21,166,732,1951,24272,100,0,0,100,0
W.P. Kuala Lumpur,P.118 Setiawangsa,14,P.118,2020,16,147095,140563,6532,76341,70754,69.7025533,21.39681139,8.547768616,0.352866686,25.2,69.9,4.9,70,45093,46697,3.1,1807,957,850,652,381,271,72,4.6,9651,12281,6534,0.33,0.3,8,50,447,48,25,13,5,5,37,187,378,5436,100,0,0,100,0
W.P. Kuala Lumpur,P.119 Titiwangsa,14,P.119,2020,15,122096,106806,15290,63360,58736,67.72840477,23.25899294,7.57260828,1.439994008,25,69.6,5.4,70.7,44206,36063,3.3,1477,774,703,532,308,224,73,3.6,9827,11921,6823,0.335,0.5,3,91,756,149,103,18,15,13,99,402,900,13525,100,0,0,100,0
W.P. Kuala Lumpur,P.120 Bukit Bintang,14,P.120,2020,21,120529,94913,25616,68072,52457,27.06689284,56.48119857,15.45309915,0.998809436,19.7,74.8,5.5,76.3,44272,34763,3.2,1372,681,691,491,271,220,72.6,3,11060,13677,7401,0.363,0,1,12,153,253,183,30,20,20,237,1061,1577,28539,100,0,0,100,0
W.P. Kuala Lumpur,P.121 Lembah Pantai,14,P.121,2020,20,148094,138041,10053,75335,72759,59.12156533,26.22481726,13.80097217,0.852645229,22.9,71.6,5.5,71.9,47085,46785,3.4,1732,907,825,624,361,263,72.8,3.3,9801,13081,6186,0.376,0,191,1397,6076,85,55,8,8,14,71,278,453,10570,100,0,0,100,0
W.P. Kuala Lumpur,P.122 Seputeh,14,P.122,2020,31,322511,310277,12234,164548,157963,31.10414243,57.31555997,11.22094129,0.359356317,17.4,74.4,8.2,76.2,97871,90322,3.5,3906,2061,1845,1409,821,588,71.3,3.5,11113,13489,7764,0.329,0.5,12,191,1010,147,102,18,11,16,70,565,1255,15005,100,0,0,100,0
W.P. Kuala Lumpur,P.123 Cheras,14,P.123,2020,16,135823,123916,11907,71634,64189,32.21214371,59.55163175,7.58013493,0.656089609,18,73.1,8.9,77.6,47148,39716,3.4,1642,843,799,591,336,255,72.6,3.7,10264,12031,5979,0.319,0.2,234,1965,7802,83,45,12,11,15,55,425,928,13997,100,0,0,100,0
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,14,P.124,2020,25,191318,185146,6172,97377,93941,67.93719551,23.35562205,8.323161181,0.384021259,21.2,72.1,6.7,74.2,59166,58017,3.3,2321,1230,1091,838,490,348,72,4.4,9432,11266,6002,0.305,0,7,67,568,51,32,6,7,6,22,301,617,7741,100,0,0,100,0
W.P. Putrajaya,P.125 Putrajaya,16,P.125,2020,49,109202,106381,2821,53574,55628,97.89718089,0.629811714,1.224842782,0.248164616,38,60.6,1.4,58.4,38056,29699,3.7,2142,1073,1069,210,118,92,72.5,1.5,9983,12840,7980,0.361,0.4,17,192,984,10,6,2,2,0,0,31,63,1336,100,0,0,100,0
W.P. Labuan,P.166 Labuan,15,P.166,2020,96,95120,84288,10832,48890,46230,86.21749241,11.67781891,1.057089977,1.047598709,27.3,68.5,4.2,67.8,22879,23961,3.9,1710,847,863,314,179,135,64.6,7.2,6726,8319,4097,0.333,3.1,2,102,637,15,10,2,3,0,11,152,290,2640,100,0,0,100,0
