state,parlimen,ballot_order,name,age,sex,ethnicity,party,votes,result,result_desc
Pulau Pinang,P.043 Bagan,2,DAVID CHUA TEIK SIANG,49,male,chinese,BARISAN NASIONAL (BN),12307,0,lost
Pulau Pinang,P.043 Bagan,3,LIM GUAN ENG,52,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),46466,1,won
Pulau Pinang,P.044 Permatang Pauh,1,MAZLAN ISMAIL,52,male,bumiputera,BARISAN NASIONAL (BN),25369,0,lost
Pulau Pinang,P.044 Permatang Pauh,2,ANWAR IBRAHIM,65,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),37090,1,won
Pulau Pinang,P.044 Permatang Pauh,3,ZAWAWI,45,male,bumiputera,BEBAS (BEBAS),201,0,lost_deposit
Pulau Pinang,P.045 Bukit Mertajam,1,GUI GUAT LYE,60,male,chinese,BARISAN NASIONAL (BN),12814,0,lost
Pulau Pinang,P.045 Bukit Mertajam,2,SIM CHEE KEONG,30,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),55877,1,won
Pulau Pinang,P.046 Batu Kawan,1,GOBALAKRISHNAN A/L NARAYANASAMY,48,male,indian,BARISAN NASIONAL (BN),10674,0,lost
Pulau Pinang,P.046 Batu Kawan,2,KASTHURIRAANI PATTO,33,female,indian,PARTI TINDAKAN DEMOKRATIK (DAP),36636,1,won
Pulau Pinang,P.046 Batu Kawan,3,HUAN CHENG GUAN @ HUAN,52,male,chinese,PARTI CINTA MALAYSIA (PCM),1801,0,lost_deposit
Pulau Pinang,P.046 Batu Kawan,4,MOHAN APPAROO,52,male,indian,BEBAS (BEBAS),305,0,lost_deposit
Pulau Pinang,P.047 Nibong Tebal,1,ZAINAL ABIDIN OSMAN,52,male,bumiputera,BARISAN NASIONAL (BN),21405,0,lost
Pulau Pinang,P.047 Nibong Tebal,2,TENG KOK PHENG,35,male,chinese,BEBAS (BEBAS),297,0,lost_deposit
Pulau Pinang,P.047 Nibong Tebal,3,MANSOR OTHMAN,63,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),30003,1,won
Pulau Pinang,P.048 Bukit Bendera,1,ZAIRIL KHIR JOHARI,30,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),45591,1,won
Pulau Pinang,P.048 Bukit Bendera,2,TEH LEONG MENG,54,male,chinese,BARISAN NASIONAL (BN),12813,0,lost
Pulau Pinang,P.049 Tanjong,1,NG WEI AIK,35,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),35510,1,won
Pulau Pinang,P.049 Tanjong,2,NG SONG KHENG,43,male,chinese,BARISAN NASIONAL (BN),6865,0,lost
Pulau Pinang,P.050 Jelutong,1,OOI CHUAN AUN,57,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),43211,1,won
Pulau Pinang,P.050 Jelutong,2,NG FOOK ON,53,male,chinese,BARISAN NASIONAL (BN),17461,0,lost
Pulau Pinang,P.051 Bukit Gelugor,1,TEH BENG YEAM,45,male,chinese,BARISAN NASIONAL (BN),13597,0,lost
Pulau Pinang,P.051 Bukit Gelugor,2,KARPAL SINGH,72,male,other,PARTI TINDAKAN DEMOKRATIK (DAP),56303,1,won
Pulau Pinang,P.052 Bayan Baru,1,SIM TZE TZIN,37,male,chinese,PARTI KEADILAN RAKYAT (PKR),43558,1,won
Pulau Pinang,P.052 Bayan Baru,2,TANG HEAP SENG,55,male,chinese,BARISAN NASIONAL (BN),24251,0,lost
Pulau Pinang,P.053 Balik Pulau,1,HILMI YAHAYA,64,male,bumiputera,BARISAN NASIONAL (BN),22318,1,won
Pulau Pinang,P.053 Balik Pulau,2,MUHAMMAD BAKHTIAR BIN WAN CHIK,47,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),20779,0,lost
Perak,P.054 Gerik,1,NORHAYATI BINTI KASIM,48,female,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),10199,0,lost
Perak,P.054 Gerik,2,HASBULLAH OSMAN,56,male,bumiputera,BARISAN NASIONAL (BN),16415,1,won
Perak,P.055 Lenggong,1,RAZMAN ZAKARIA,53,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),9478,0,lost
Perak,P.055 Lenggong,2,SHAMSUL ANUAR NASARAH,45,male,bumiputera,BARISAN NASIONAL (BN),13639,1,won
Perak,P.056 Larut,1,HAMZAH ZAINUDIN,56,male,bumiputera,BARISAN NASIONAL (BN),22184,1,won
Perak,P.056 Larut,2,FAUZI SA'ARI,62,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),16888,0,lost
Perak,P.056 Larut,3,RAVEENDRAN A/L M.VALLIKANA,35,male,indian,BEBAS (BEBAS),278,0,lost_deposit
Perak,P.057 Parit Buntar,1,MUA'AMAR GHADAFI JAMAL,33,male,bumiputera,BARISAN NASIONAL (BN),17539,0,lost
Perak,P.057 Parit Buntar,2,MUJAHID YUSOF RAWA,48,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),26015,1,won
Perak,P.058 Bagan Serai,1,MUHAMMAD NUR MANUTY,63,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),21874,0,lost
Perak,P.058 Bagan Serai,2,ABDUL LATIFF B. MASUD,66,male,bumiputera,BEBAS (BEBAS),329,0,lost_deposit
Perak,P.058 Bagan Serai,3,NOOR AZMI BIN GHAZALI,51,male,bumiputera,BARISAN NASIONAL (BN),23014,1,won
Perak,P.059 Bukit Gantang,1,ISMAIL SAFFIAN,52,male,bumiputera,BARISAN NASIONAL (BN),29577,0,lost
Perak,P.059 Bukit Gantang,2,IDRIS AHMAD,49,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),30563,1,won
Perak,P.060 Taiping,1,TAN LIAN HOE,54,female,chinese,BARISAN NASIONAL (BN),25530,0,lost
Perak,P.060 Taiping,2,NGA KOR MING,40,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),37275,1,won
Perak,P.061 Padang Rengas,1,MEOR AHMAD,42,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),10775,0,lost
Perak,P.061 Padang Rengas,2,MOHAMED NAZRI BIN TAN ABDUL AZIZ,59,male,bumiputera,BARISAN NASIONAL (BN),13005,1,won
Perak,P.062 Sungai Siput,1,S.P NAGALINGAM,46,male,indian,BEBAS (BEBAS),197,0,lost_deposit
Perak,P.062 Sungai Siput,2,MICHAEL JEYAKUMAR DEVARAJ,58,male,indian,PARTI KEADILAN RAKYAT (PKR),21593,1,won
Perak,P.062 Sungai Siput,3,S.K. DEVAMANY,55,male,indian,BARISAN NASIONAL (BN),18800,0,lost
Perak,P.063 Tambun,1,AHMAD HUSNI HANADZLAH,60,male,bumiputera,BARISAN NASIONAL (BN),42093,1,won
Perak,P.063 Tambun,2,SITI AISHAH,28,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),32768,0,lost
Perak,P.064 Ipoh Timor,1,KATHLEEN (KAT) WONG,36,female,chinese,BARISAN NASIONAL (BN),15086,0,lost
Perak,P.064 Ipoh Timor,2,SU KEONG SIONG,46,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),49086,1,won
Perak,P.065 Ipoh Barat,1,KALWANT SINGH,47,male,other,BEBAS (BEBAS),235,0,lost_deposit
Perak,P.065 Ipoh Barat,2,M. KULA,55,male,indian,PARTI TINDAKAN DEMOKRATIK (DAP),45420,1,won
Perak,P.065 Ipoh Barat,3,CHENG WEI YEE,38,male,chinese,BARISAN NASIONAL (BN),16382,0,lost
Perak,P.066 Batu Gajah,1,V. SIVAKUMAR,42,male,indian,PARTI TINDAKAN DEMOKRATIK (DAP),53770,1,won
Perak,P.066 Batu Gajah,2,LOO THIN TUCK,48,male,chinese,BARISAN NASIONAL (BN),15360,0,lost
Perak,P.067 Kuala Kangsar,1,KAMILIA IBRAHIM,61,female,bumiputera,BEBAS (BEBAS),447,0,lost_deposit
Perak,P.067 Kuala Kangsar,2,WAN KHAIR-IL ANUAR,53,male,bumiputera,BARISAN NASIONAL (BN),14218,1,won
Perak,P.067 Kuala Kangsar,3,KHALIL IDHAM LIM,48,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),13136,0,lost
Perak,P.068 Beruas,1,CHANG KO YOUN,55,male,chinese,BARISAN NASIONAL (BN),16882,0,lost
Perak,P.068 Beruas,2,NGEH KOO HAM,51,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),21939,1,won
Perak,P.069 Parit,1,MOHD ZAIM,62,male,bumiputera,BARISAN NASIONAL (BN),16253,1,won
Perak,P.069 Parit,2,MUHD ISMI BIN MAT TAIB,38,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),11756,0,lost
Perak,P.070 Kampar,1,LEE CHEE LEONG,55,male,chinese,BARISAN NASIONAL (BN),21463,0,lost
Perak,P.070 Kampar,2,KO CHUNG SEN,44,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),26863,1,won
Perak,P.071 Gopeng,1,TAN CHIN MENG,52,male,chinese,BARISAN NASIONAL (BN),32249,0,lost
Perak,P.071 Gopeng,2,LEE BOON CHYE,53,male,chinese,PARTI KEADILAN RAKYAT (PKR),47558,1,won
Perak,P.072 Tapah,1,RIDZUAN BIN BANI,49,male,bumiputera,BEBAS (BEBAS),337,0,lost_deposit
Perak,P.072 Tapah,2,M. SARAVANAN,45,male,indian,BARISAN NASIONAL (BN),20670,1,won
Perak,P.072 Tapah,3,VASANTHA KUMAR K,39,male,indian,PARTI KEADILAN RAKYAT (PKR),12743,0,lost
Perak,P.072 Tapah,4,SHAHARUZZAMAN,43,male,bumiputera,BARISAN JEMAAH ISLAMIAH SE MALAYSIA (BERJASA),2053,0,lost_deposit
Perak,P.073 Pasir Salak,1,TAJUDDIN ABDUL RAHMAN,65,male,bumiputera,BARISAN NASIONAL (BN),24875,1,won
Perak,P.073 Pasir Salak,2,MUSTAFFA KAMIL AYUB,50,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),17489,0,lost
Perak,P.074 Lumut,1,IMRAN ABDUL HAMID,58,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),40308,1,won
Perak,P.074 Lumut,2,KONG CHO HA,62,male,chinese,BARISAN NASIONAL (BN),32140,0,lost
Perak,P.075 Bagan Datuk,1,MADHI HASAN,40,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),15068,0,lost
Perak,P.075 Bagan Datuk,2,AHMAD ZAHID BIN HAMIDI,60,male,bumiputera,BARISAN NASIONAL (BN),17176,1,won
Perak,P.076 Teluk Intan,1,SEAH LEONG PENG,46,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),27399,1,won
Perak,P.076 Teluk Intan,2,MAH SIEW KEONG,51,male,bumiputera,BARISAN NASIONAL (BN),20086,0,lost
Perak,P.076 Teluk Intan,3,MURAALIE KANAN,38,male,indian,BEBAS (BEBAS),279,0,lost_deposit
Perak,P.077 Tanjong Malim,1,ONG KA CHUAN,58,male,chinese,BARISAN NASIONAL (BN),28225,1,won
Perak,P.077 Tanjong Malim,2,TAN YEE KEW,60,female,chinese,PARTI KEADILAN RAKYAT (PKR),23897,0,lost
Pahang,P.078 Cameron Highlands,1,MOHD SHOKRI MAHMOOD,52,male,bumiputera,BARISAN JEMAAH ISLAMIAH SE MALAYSIA (BERJASA),912,0,lost_deposit
Pahang,P.078 Cameron Highlands,2,MANOGARAN,53,male,indian,PARTI TINDAKAN DEMOKRATIK (DAP),10044,0,lost
Pahang,P.078 Cameron Highlands,3,NP KISHO KUMAR,32,male,indian,BEBAS (BEBAS),101,0,lost_deposit
Pahang,P.078 Cameron Highlands,4,ALAGU A/L THANGARAJOO,50,male,indian,BEBAS (BEBAS),308,0,lost_deposit
Pahang,P.078 Cameron Highlands,5,G. PALANIVEL,64,male,indian,BARISAN NASIONAL (BN),10506,1,won
Pahang,P.079 Lipis,1,AISHATON ABU BAKAR,36,female,bumiputera,BEBAS (BEBAS),303,0,lost_deposit
Pahang,P.079 Lipis,2,ABDUL RAHMAN BIN MOHAMAD,51,male,bumiputera,BARISAN NASIONAL (BN),14863,1,won
Pahang,P.079 Lipis,3,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,62,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),11394,0,lost
Pahang,P.080 Raub,1,ARIFF SABRI BIN ABDUL AZIZ,56,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),23415,1,won
Pahang,P.080 Raub,2,HOH KHAI MUN,57,male,chinese,BARISAN NASIONAL (BN),20601,0,lost
Pahang,P.081 Jerantut,1,HAMZAH,47,male,bumiputera,PARTI ISLAM SE MALAYSIA (PAS),22012,0,lost
Pahang,P.081 Jerantut,2,AHMAD NAZLAN,55,male,bumiputera,BARISAN NASIONAL (BN),26544,1,won
Pahang,P.082 Indera Mahkota,1,WAN ADNAN BIN WAN MAMAT,53,male,bumiputera,BARISAN NASIONAL (BN),23061,0,lost
Pahang,P.082 Indera Mahkota,2,RAM PONUSAMY,61,male,indian,BEBAS (BEBAS),193,0,lost_deposit
Pahang,P.082 Indera Mahkota,3,FAUZI ABDUL RAHMAN,66,male,bumiputera,PARTI KEADILAN RAKYAT (PKR),30584,1,won
Pahang,P.083 Kuantan,1,MOHAMED SUFFIAN BIN AWANG,41,male,bumiputera,BARISAN NASIONAL (BN),21319,0,lost
Pahang,P.083 Kuantan,2,FUZIAH SALLEH,53,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),25834,1,won
Pahang,P.084 Paya Besar,1,ZAHARI BIN MAMAT,52,male,bumiputera,BEBAS (BEBAS),272,0,lost_deposit
Pahang,P.084 Paya Besar,2,ABDUL MANAN BIN ISMAIL,64,male,bumiputera,BARISAN NASIONAL (BN),23747,1,won
Pahang,P.084 Paya Besar,3,MURNIE HIDAYAH,28,female,bumiputera,PARTI KEADILAN RAKYAT (PKR),16032,0,lost
