state,parlimen,ballot_order,name,name_display,party,votes,result,result_desc
Pulau Pinang,P.041 Kepala Batas,1,Hamidi Bin Abu Hassan,USTAZ HAMIDI ABU HASSAN,PARTI PEJUANG TANAHAIR (PEJUANG),747,0,lost_deposit
Pulau Pinang,P.041 Kepala Batas,2,Siti Mastura Binti Muhammad,DR USTAZAH MASTURA,PERIKATAN NASIONAL (PN),28604,1,won
Pulau Pinang,P.041 Kepala Batas,3,Muhammad Danial Bin Abdul Majeed,DANIAL ABDUL MAJEED,IKATAN DEMOKRATIK MALAYSIA (MUDA),14214,0,lost
Pulau Pinang,P.041 Kepala Batas,4,Reezal Merican Bin Naina Merican,DATO' SRI REEZAL MERICAN BIN NAINA MERICAN,BARISAN NASIONAL (BN),25737,0,lost
Pulau Pinang,P.042 Tasek Gelugor,1,Mohamad Akmal Bin Azhar,AKMAL AZHAR,PARTI WARISAN SABAH (WARISAN),179,0,lost_deposit
Pulau Pinang,P.042 Tasek Gelugor,2,Nik Abdul Razak Bin Nik Md Ridzuan,RAZAK RIDZUAN,PAKATAN HARAPAN (PH),16547,0,lost
Pulau Pinang,P.042 Tasek Gelugor,3,Abdul Halim Bin Sher Jung,DR. ABDUL HALIM,PARTI PEJUANG TANAHAIR (PEJUANG),406,0,lost_deposit
Pulau Pinang,P.042 Tasek Gelugor,4,Muhamad Yusoff Bin Mohd Noor,MUHAMAD YUSOFF BIN MOHD NOOR (YB CHOP),BARISAN NASIONAL (BN),18864,0,lost
Pulau Pinang,P.042 Tasek Gelugor,5,Wan Saifulruddin Bin Wan Jan,DATUK WAN SAIFUL WAN JAN,PERIKATAN NASIONAL (PN),31116,1,won
Pulau Pinang,P.043 Bagan,1,Tan Chuan Hong,TAN CHUAN HONG,BARISAN NASIONAL (BN),5385,0,lost_deposit
Pulau Pinang,P.043 Bagan,2,Lim Guan Eng,LIM GUAN ENG,PAKATAN HARAPAN (PH),55797,1,won
Pulau Pinang,P.043 Bagan,3,Oh Teik Choon,ALAN OH,PERIKATAN NASIONAL (PN),6149,0,lost_deposit
Pulau Pinang,P.043 Bagan,4,Mohammed Hafiz Bin Mohamed Abu Bakar,HAFIZ,PARTI PEJUANG TANAHAIR (PEJUANG),1323,0,lost_deposit
Pulau Pinang,P.044 Permatang Pauh,1,Mohd Zaidi Bin Mohd Said,DATUK ZAIDI,BARISAN NASIONAL (BN),16971,0,lost
Pulau Pinang,P.044 Permatang Pauh,2,Muhammad Fawwaz Bin Mohamad Jan,UST FAWWAZ MD JAN,PERIKATAN NASIONAL (PN),37638,1,won
Pulau Pinang,P.044 Permatang Pauh,3,Mohd Nasir Bin Othman,CIKGU NASIR,PARTI PEJUANG TANAHAIR (PEJUANG),473,0,lost_deposit
Pulau Pinang,P.044 Permatang Pauh,4,Nurul Izzah Binti Anwar,NURUL IZZAH ANWAR,PAKATAN HARAPAN (PH),32366,0,lost
Pulau Pinang,P.045 Bukit Mertajam,1,Sim Chee Keong,STEVEN SIM CHEE KEONG,PAKATAN HARAPAN (PH),71722,1,won
Pulau Pinang,P.045 Bukit Mertajam,2,Tan Yang Pang,AH PANG,BARISAN NASIONAL (BN),6986,0,lost_deposit
Pulau Pinang,P.045 Bukit Mertajam,3,Koh Tien Yew,STEVEN KOH,PERIKATAN NASIONAL (PN),14037,0,lost
Pulau Pinang,P.046 Batu Kawan,1,Lee Ah Leong,LEE AH LEONG,PARTI RAKYAT MALAYSIA (PRM),148,0,lost_deposit
Pulau Pinang,P.046 Batu Kawan,2,Chow Kon Yeow,CHOW KON YEOW,PAKATAN HARAPAN (PH),50744,1,won
Pulau Pinang,P.046 Batu Kawan,3,Tan Lee Huat,TAN LEE HUAT,BARISAN NASIONAL (BN),7145,0,lost_deposit
Pulau Pinang,P.046 Batu Kawan,4,Wong Chia Zhen,WONG CHIA ZHEN,PERIKATAN NASIONAL (PN),10344,0,lost
Pulau Pinang,P.046 Batu Kawan,5,Ong Chin Wen,ONG CHIN WEN,PARTI WARISAN SABAH (WARISAN),450,0,lost_deposit
Pulau Pinang,P.047 Nibong Tebal,1,Fadhlina Binti Sidek,FADHLINA BINTI SIDEK,PAKATAN HARAPAN (PH),42188,1,won
Pulau Pinang,P.047 Nibong Tebal,2,Mansor Bin Othman,DATO' MANSOR BIN OTHMAN,PERIKATAN NASIONAL (PN),25895,0,lost
Pulau Pinang,P.047 Nibong Tebal,3,Thanenthiran A/L Ramankutty,DATUK SERI THANENTHIRAN,BARISAN NASIONAL (BN),10660,0,lost
Pulau Pinang,P.047 Nibong Tebal,4,Goh Kheng Huat,GOH KHENG HUAT,BEBAS (BEBAS),565,0,lost_deposit
Pulau Pinang,P.048 Bukit Bendera,1,Syerleena Binti Abdul Rashid,SYERLEENA ABDUL RASHID,PAKATAN HARAPAN (PH),49353,1,won
Pulau Pinang,P.048 Bukit Bendera,2,Teh Yee Cheu,TEH YEE CHEU,PARTI RAKYAT MALAYSIA (PRM),677,0,lost_deposit
Pulau Pinang,P.048 Bukit Bendera,3,Hng Chee Wey,HNG CHEE WEY,PERIKATAN NASIONAL (PN),6743,0,lost_deposit
Pulau Pinang,P.048 Bukit Bendera,4,Huan Xin Yun,RICHIE HUAN XIN YUN,BARISAN NASIONAL (BN),5417,0,lost_deposit
Pulau Pinang,P.048 Bukit Bendera,5,Razalif Bin Mohamad Zain,RAZALIF ZAIN,BEBAS (BEBAS),299,0,lost_deposit
Pulau Pinang,P.049 Tanjong,1,Lim Hui Ying,LIM HUI YING,PAKATAN HARAPAN (PH),31968,1,won
Pulau Pinang,P.049 Tanjong,2,Tan Kim Nee,TAN KIM NEE,BARISAN NASIONAL (BN),3214,0,lost_deposit
Pulau Pinang,P.049 Tanjong,3,H'Ng Khoon Leng,AH LENG,PERIKATAN NASIONAL (PN),2501,0,lost_deposit
Pulau Pinang,P.050 Jelutong,1,Sanisvara Nethaji Rayer A/L Rajaji,SANISVARA NETHAJI RAYER (RSN RAYER),PAKATAN HARAPAN (PH),50369,1,won
Pulau Pinang,P.050 Jelutong,2,Baljit Singh A/L Jigiri Singh,BALJIT SINGH,PERIKATAN NASIONAL (PN),11765,0,lost
Pulau Pinang,P.050 Jelutong,3,Koh Swe Yong,KOH SWE YONG,PARTI RAKYAT MALAYSIA (PRM),264,0,lost_deposit
Pulau Pinang,P.050 Jelutong,4,Mohamed Yacoob Bin Mohamed Noor,YACOOB BIN NOOR,BEBAS (BEBAS),480,0,lost_deposit
Pulau Pinang,P.050 Jelutong,5,Loganathan A/L Thoraisamy,DATUK LOGANATHAN A/L THORAISAMY,BARISAN NASIONAL (BN),7387,0,lost_deposit
Pulau Pinang,P.050 Jelutong,6,Lim Huat Poh,LIM HUAT POH (MARTIN),PARTI WARISAN SABAH (WARISAN),442,0,lost_deposit
Pulau Pinang,P.051 Bukit Gelugor,1,Thinagaranabhan A/L Padmanabhan,P. THINAGARANABHAN,PERIKATAN NASIONAL (PN),8092,0,lost_deposit
Pulau Pinang,P.051 Bukit Gelugor,2,Ramkarpal Singh A/L Karpal Singh,RAMKARPAL SINGH,PAKATAN HARAPAN (PH),71204,1,won
Pulau Pinang,P.051 Bukit Gelugor,3,Wong Chin Chong,WONG CHIN CHONG,BARISAN NASIONAL (BN),6777,0,lost_deposit
Pulau Pinang,P.052 Bayan Baru,1,Saw Yee Fung,SAW YEE FUNG,BARISAN NASIONAL (BN),13377,0,lost
Pulau Pinang,P.052 Bayan Baru,2,Ooi Chuan Aun,JEFF OOI,PARTI WARISAN SABAH (WARISAN),440,0,lost_deposit
Pulau Pinang,P.052 Bayan Baru,3,Ravinder Singh A/L Mall Singh,RAVINDER SINGH,PARTI RAKYAT MALAYSIA (PRM),251,0,lost_deposit
Pulau Pinang,P.052 Bayan Baru,4,Kan Chee Yuen,KAN CHEE YUEN,BEBAS (BEBAS),124,0,lost_deposit
Pulau Pinang,P.052 Bayan Baru,5,Sim Tze Tzin,SIM TZE TZIN,PAKATAN HARAPAN (PH),55209,1,won
Pulau Pinang,P.052 Bayan Baru,6,Oh Tong Keong,OH TONG KEONG,PERIKATAN NASIONAL (PN),20307,0,lost
Pulau Pinang,P.053 Balik Pulau,1,Shah Headan Bin Ayoob Hussain Shah,DATUK SHAH HEADAN BIN AYOOB SHAH,BARISAN NASIONAL (BN),15478,0,lost
Pulau Pinang,P.053 Balik Pulau,2,Muhammad Bakhtiar Bin Wan Chik,MUHAMMAD BAKHTIAR BIN WAN CHIK,PAKATAN HARAPAN (PH),24564,1,won
Pulau Pinang,P.053 Balik Pulau,3,Ch'ng Ewe Gee,DATO' SRI JOHNNY (DSJ),BEBAS (BEBAS),180,0,lost_deposit
Pulau Pinang,P.053 Balik Pulau,4,Muhammad Harris Idaham Bin Abdul Rashid,HARRIS IDAHAM RASHID,PERIKATAN NASIONAL (PN),22982,0,lost
Pulau Pinang,P.053 Balik Pulau,5,Sabaruddin Bin Ahmad,DATO SRI SABARUDDIN BIN AHMAD,BEBAS (BEBAS),366,0,lost_deposit
Pulau Pinang,P.053 Balik Pulau,6,Ahmad Fazli Bin Mohammad,FAZLI MOHAMMAD,PARTI PEJUANG TANAHAIR (PEJUANG),341,0,lost_deposit
Perak,P.054 Gerik,1,Asyraf Wajdi Bin Dusuki,DR ASYRAF WAJDI DUSUKI,BARISAN NASIONAL (BN),13728,0,lost
Perak,P.054 Gerik,2,Fathul Huzir Bin Ayob,FATHUL HUZIR AYOB,PERIKATAN NASIONAL (PN),15105,1,won
Perak,P.054 Gerik,3,Ahmad Tarmizi Bin Mohd Jam,TARMIZI MOHD JAM,PAKATAN HARAPAN (PH),5779,0,lost
Perak,P.055 Lenggong,1,Shamsul Anuar Bin Nasarah,DR SHAMSUL ANUAR NASARAH,BARISAN NASIONAL (BN),12588,1,won
Perak,P.055 Lenggong,2,Jurey Latiff Bin Mohd Rosli,JUREY LATIFF ROSLI,PAKATAN HARAPAN (PH),3382,0,lost_deposit
Perak,P.055 Lenggong,3,Muhammad Rif'Aat Bin Razman,USTAZ RIF'AAT RAZMAN,PERIKATAN NASIONAL (PN),11709,0,lost
Perak,P.056 Larut,1,Auzaie Bin Fadzlan Shahidi,USTAZ AUZAIE,PARTI PEJUANG TANAHAIR (PEJUANG),566,0,lost_deposit
Perak,P.056 Larut,2,Zolkharnain Bin Abidin,USTAZ ZOLKHARNAIN BIN ABIDIN,PAKATAN HARAPAN (PH),6207,0,lost_deposit
Perak,P.056 Larut,3,Mohd Shafiq Fhadly Bin Mahmud,SHAFIQ FHADLY MAHMUD,BARISAN NASIONAL (BN),16752,0,lost
Perak,P.056 Larut,4,Hamzah Bin Zainudin,DATO SERI HAMZAH ZAINUDIN,PERIKATAN NASIONAL (PN),28350,1,won
Perak,P.057 Parit Buntar,1,Mujahid Bin Yusof,DATUK SERI DR MUJAHID YUSOF RAWA,PAKATAN HARAPAN (PH),17828,0,lost
Perak,P.057 Parit Buntar,2,Imran Bin Mohd Yusof,CIKGU IMRAN,BARISAN NASIONAL (BN),11593,0,lost
Perak,P.057 Parit Buntar,3,Rohijas Bin Md Sharif,HJ ROHIJAS,PARTI PEJUANG TANAHAIR (PEJUANG),259,0,lost_deposit
Perak,P.057 Parit Buntar,4,Mohd Misbahul Munir Bin Masduki,USTAZ MISBAH,PERIKATAN NASIONAL (PN),23223,1,won
Perak,P.058 Bagan Serai,1,Idris Bin Ahmad,DATUK USTAZ IDRIS,PERIKATAN NASIONAL (PN),33753,1,won
Perak,P.058 Bagan Serai,2,Ahmad Luqman Bin Ahmad Yahaya,HAJI AHMAD LUQMAN,PARTI PEJUANG TANAHAIR (PEJUANG),383,0,lost_deposit
Perak,P.058 Bagan Serai,3,Zul Helmi Bin Ghazali,HAJI ZUL HELMI GHAZALI,BARISAN NASIONAL (BN),15202,0,lost
Perak,P.058 Bagan Serai,4,Siti Aishah Binti Shaik Ismail,SITI AISHAH BINTI SHAIK ISMAIL,PAKATAN HARAPAN (PH),13195,0,lost
Perak,P.059 Bukit Gantang,1,Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,DATO' SYED ABU HUSSIN,PERIKATAN NASIONAL (PN),32625,1,won
Perak,P.059 Bukit Gantang,2,Mohd Shukri Bin Mohd Yusoff,MOHD SHUKRI,PARTI PEJUANG TANAHAIR (PEJUANG),508,0,lost_deposit
Perak,P.059 Bukit Gantang,3,Fakhruldin Bin Mohd Hashim,DR FAKHRULDIN MOHD HASHIM,PAKATAN HARAPAN (PH),18565,0,lost
Perak,P.059 Bukit Gantang,4,Mohammad Sollehin Bin Mohamad Tajie,MOHAMMAD SOLLEHIN,BARISAN NASIONAL (BN),19869,0,lost
Perak,P.060 Taiping,1,Neow Choo Seong,NEOW CHOO SEONG,BARISAN NASIONAL (BN),14599,0,lost
Perak,P.060 Taiping,2,Mohganan A/L P Manikam,MOHGANAN A/L P MANIKAM,BEBAS (BEBAS),236,0,lost_deposit
Perak,P.060 Taiping,3,Wong Kah Woh,WONG KAH WOH,PAKATAN HARAPAN (PH),47098,1,won
Perak,P.060 Taiping,4,See Tean Seng,CIKGU SEE TEAN SENG,PERIKATAN NASIONAL (PN),21569,0,lost
Perak,P.060 Taiping,5,Ts.Dr.Rama Moorthy@Steven Ram A/L Appanah,TS.DR.RAMA,BEBAS (BEBAS),113,0,lost_deposit
Perak,P.060 Taiping,6,Leow Thye Yih,LEOW THYE YIH,BEBAS (BEBAS),1154,0,lost_deposit
Perak,P.061 Padang Rengas,1,Azahari Bin Hasan,KAPTEN AZAHARI,PERIKATAN NASIONAL (PN),12931,1,won
Perak,P.061 Padang Rengas,2,Mohd Arrif Bin Abdul Majid,MOHD ARRIF BIN ABDUL MAJID,BARISAN NASIONAL (BN),9885,0,lost
Perak,P.061 Padang Rengas,3,Muhammad Kamil Bin Abdul Munim,KAMIL MUNIM,PAKATAN HARAPAN (PH),7062,0,lost
Perak,P.062 Sungai Siput,1,Indrani A/P Ramasamy,INDRANI,BEBAS (BEBAS),614,0,lost_deposit
Perak,P.062 Sungai Siput,2,Baharudin Bin Kamarudin,HAJI BAHA,BEBAS (BEBAS),598,0,lost_deposit
Perak,P.062 Sungai Siput,3,S. Vigneswaran A/L M. Sanasee,TAN SRI SA. VIGNESWARAN (TSV),BARISAN NASIONAL (BN),19791,0,lost
Perak,P.062 Sungai Siput,4,Kesavan A/L Subramaniam,S. KESAVAN,PAKATAN HARAPAN (PH),21637,1,won
Perak,P.062 Sungai Siput,5,Ahmad Fauzi Bin Mohd Jaafar,AHMAD FAUZI BIN MOHD JAAFAR,PARTI PEJUANG TANAHAIR (PEJUANG),784,0,lost_deposit
Perak,P.062 Sungai Siput,6,Rajah A/L Narasaim,RAJAH A/L NARASAIM,BEBAS (BEBAS),35,0,lost_deposit
Perak,P.062 Sungai Siput,7,Irudianathan A/L Gabriel,DATO SRI IRUDIANATHAN,PERIKATAN NASIONAL (PN),8190,0,lost
Perak,P.063 Tambun,1,Anwar Bin Ibrahim,ANWAR IBRAHIM,PAKATAN HARAPAN (PH),49625,1,won
Perak,P.063 Tambun,2,Aminuddin Bin Md Hanafiah,AMINUDDIN HANAFIAH,BARISAN NASIONAL (BN),28140,0,lost
Perak,P.063 Tambun,3,Abdul Rahim Bin Tahir,ABDUL RAHIM TAHIR,PARTI PEJUANG TANAHAIR (PEJUANG),1115,0,lost_deposit
Perak,P.063 Tambun,4,Ahmad Faizal Bin Azumu,AHMAD FAIZAL AZUMU @ PEJA,PERIKATAN NASIONAL (PN),45889,0,lost
Perak,P.064 Ipoh Timor,1,Nor Afzainizam Bin Salleh,NOR AFZAINIZAM BIN SALLEH,PERIKATAN NASIONAL (PN),13661,0,lost
Perak,P.064 Ipoh Timor,2,Ng Kai Cheong,NG KAI CHEONG,BARISAN NASIONAL (BN),8570,0,lost_deposit
Perak,P.064 Ipoh Timor,3,Lee Chuan How,HOWARD LEE CHUAN HOW,PAKATAN HARAPAN (PH),57549,1,won
Perak,P.065 Ipoh Barat,1,Low Guo Nan,AH NAN,BARISAN NASIONAL (BN),7248,0,lost_deposit
Perak,P.065 Ipoh Barat,2,M.Kulasegaran A/L V.Murugeson,M. KULA,PAKATAN HARAPAN (PH),63915,1,won
Perak,P.065 Ipoh Barat,3,Chek Kwong Weng,CHEK KWONG WENG,PERIKATAN NASIONAL (PN),6815,0,lost_deposit
Perak,P.065 Ipoh Barat,4,M. Kayveas,TAN SRI M KAYVEAS,BEBAS (BEBAS),378,0,lost_deposit
Perak,P.066 Batu Gajah,1,Teoh Chin Chong,TEOH CHIN CHONG,BARISAN NASIONAL (BN),6793,0,lost_deposit
Perak,P.066 Batu Gajah,2,Sivakumar A/L Varatharaju Naidu,V. SIVAKUMAR,PAKATAN HARAPAN (PH),60999,1,won
Perak,P.066 Batu Gajah,3,Woo Cheong Yuen,WOO CHEONG YUEN,PERIKATAN NASIONAL (PN),7163,0,lost_deposit
Perak,P.067 Kuala Kangsar,1,Iskandar Dzulkarnain Bin Abdul Khalid,ISKANDAR DZULKARNAIN,PERIKATAN NASIONAL (PN),14380,1,won
Perak,P.067 Kuala Kangsar,2,Maslin Sham Bin Razman,MASLIN SHAM BIN RAZMAN,BARISAN NASIONAL (BN),10814,0,lost
Perak,P.067 Kuala Kangsar,3,Yusmalia Bt Mohamad Yusof,DR YUSMALIA BT MOHAMAD YUSOF,PARTI PEJUANG TANAHAIR (PEJUANG),204,0,lost_deposit
Perak,P.067 Kuala Kangsar,4,Ahmad Termizi Bin Ramli,DR. AHMAD TERMIZI RAMLI,PAKATAN HARAPAN (PH),10356,0,lost
Perak,P.068 Beruas,1,Ngeh Koo Ham,DATO' NGEH KOO HAM,PAKATAN HARAPAN (PH),46710,1,won
Perak,P.068 Beruas,2,Ong Kean Sing,IR. ONG KEAN SING,PERIKATAN NASIONAL (PN),12739,0,lost
Perak,P.068 Beruas,3,Ding Siew Chee,DING SIEW CHEE,BARISAN NASIONAL (BN),12724,0,lost
Perak,P.069 Parit,1,Muhammad Ismi Bin Mat Taib,USTAZ ISMI,PERIKATAN NASIONAL (PN),17181,1,won
Perak,P.069 Parit,2,Nurthaqaffah Binti Nordin,NURTHAQAFFAH NORDIN,PAKATAN HARAPAN (PH),5063,0,lost
Perak,P.069 Parit,3,Mohd Nizar Bin Zakaria,DATO' NIZAR,BARISAN NASIONAL (BN),15026,0,lost
Perak,P.069 Parit,4,Faizol Fadzli Bin Mohamed,DR. FAIZOL FADZLI,PARTI PEJUANG TANAHAIR (PEJUANG),275,0,lost_deposit
Perak,P.070 Kampar,1,Lee Chee Leong,LEE CHEE LEONG,BARISAN NASIONAL (BN),16137,0,lost
Perak,P.070 Kampar,2,Wong Oi Foon,JANICE WONG,PERIKATAN NASIONAL (PN),12127,0,lost
Perak,P.070 Kampar,3,Chong Zhemin,CHONG ZHEMIN,PAKATAN HARAPAN (PH),30467,1,won
Perak,P.070 Kampar,4,Leong Cheok Lung,LEONG CHEOK LUNG,PARTI WARISAN SABAH (WARISAN),655,0,lost_deposit
Perak,P.071 Gopeng,1,Muhammad Farhan Bin Abdul Rahim,MUHAMMAD FARHAN BIN ABDUL RAHIM,PERIKATAN NASIONAL (PN),28732,0,lost
Perak,P.071 Gopeng,2,Ting Zhao Song,CALLY TING,BARISAN NASIONAL (BN),18393,0,lost
Perak,P.071 Gopeng,3,Tan Kar Hing,TAN KAR HING,PAKATAN HARAPAN (PH),55880,1,won
Perak,P.071 Gopeng,4,Balachandran A/L Gopal,BALACHANDRAN A/L GOPAL,PARTI WARISAN SABAH (WARISAN),633,0,lost_deposit
Perak,P.072 Tapah,1,Saraswathy A/P Kandasami,SARASWATHY KANDASAMI,PAKATAN HARAPAN (PH),13334,0,lost
Perak,P.072 Tapah,2,Muhammad Yadzan Bin Mohammad,DATUK HAJI MUHAMMAD YADZAN BIN HAJI MOHAMMAD,PERIKATAN NASIONAL (PN),12115,0,lost
Perak,P.072 Tapah,3,Mohamed Akbar Sherrif Ali Bin Yasin,MOHAMED AKBAR B. YASIN,PARTI WARISAN SABAH (WARISAN),200,0,lost_deposit
Perak,P.072 Tapah,4,Saravanan A/L Murugan,DATUK SERI M. SARAVANAN,BARISAN NASIONAL (BN),18398,1,won
Perak,P.072 Tapah,5,Kathiravan A/L Murugan,M. KATHIRAVAN,BEBAS (BEBAS),99,0,lost_deposit
Perak,P.072 Tapah,6,Mior Nor Haidir Bin Suhaimi,MIOR HAIDIR,PARTI PEJUANG TANAHAIR (PEJUANG),335,0,lost_deposit
Perak,P.073 Pasir Salak,1,Zairol Hizam Bin Zakaria,ZAIROL HIZAM BIN ZAKARIA,PARTI PEJUANG TANAHAIR (PEJUANG),539,0,lost_deposit
Perak,P.073 Pasir Salak,2,Nik Omar Bin Nik Ab Aziz,USTAZ NIK OMAR,PAKATAN HARAPAN (PH),11693,0,lost
Perak,P.073 Pasir Salak,3,Jamaludin Bin Yahya,USTAZ JAMALUDIN BIN YAHYA,PERIKATAN NASIONAL (PN),24897,1,won
Perak,P.073 Pasir Salak,4,Khairul Azwan Bin Harun,KHAIRUL AZWAN HARUN,BARISAN NASIONAL (BN),19894,0,lost
Perak,P.074 Lumut,1,Zambry Bin Abd Kadir,DR ZAMBRY ABD KADIR,BARISAN NASIONAL (BN),24849,0,lost
Perak,P.074 Lumut,2,Mohd Hatta Bin Md Ramli,DR HATTA RAMLI,PAKATAN HARAPAN (PH),20358,0,lost
Perak,P.074 Lumut,3,Nordin Bin Ahmad Ismail,KOMANDER (B) NORDIN,PERIKATAN NASIONAL (PN),25212,1,won
Perak,P.074 Lumut,4,Mohd Isnin Bin Ismail @ Ibrahim Khan,KOMANDER ISNIN,PARTI WARISAN SABAH (WARISAN),358,0,lost_deposit
Perak,P.074 Lumut,5,Mazlan Bin Abdul Ghani,MAZLAN ABD GHANI,PARTI PEJUANG TANAHAIR (PEJUANG),385,0,lost_deposit
Perak,P.075 Bagan Datuk,1,Mohamed Tawfik Bin Ismail,TAWFIK TUN DR ISMAIL,BEBAS (BEBAS),226,0,lost_deposit
Perak,P.075 Bagan Datuk,2,Muhammad Faiz Bin Na'Aman,DR. FAIZ NA'AMAN,PERIKATAN NASIONAL (PN),8822,0,lost
Perak,P.075 Bagan Datuk,3,Shamsul Iskandar @ Yusre Bin Mohd Akin,DATUK SERI HAJI SHAMSUL ISKANDAR,PAKATAN HARAPAN (PH),16230,0,lost
Perak,P.075 Bagan Datuk,4,Ahmad Zahid Bin Hamidi,ZAHID HAMIDI,BARISAN NASIONAL (BN),16578,1,won
Perak,P.076 Teluk Intan,1,Nga Kor Ming,NGA KOR MING,PAKATAN HARAPAN (PH),33133,1,won
Perak,P.076 Teluk Intan,2,Murugiah A/L Thopasamy,DATO T. MURUGIAH,BARISAN NASIONAL (BN),12304,0,lost
Perak,P.076 Teluk Intan,3,Amir Khusyairi Bin Mohamad Tanusi,AMIR KHUSYAIRI,PARTI PEJUANG TANAHAIR (PEJUANG),793,0,lost_deposit
Perak,P.076 Teluk Intan,4,Zainol Fadzi Bin Paharudin,ZAINOL FADZI PAHARUDIN,PERIKATAN NASIONAL (PN),17964,0,lost
Perak,P.077 Tanjong Malim,1,Jamaluddin Bin Mohd.Radzi,DATUK JAMALUDDIN BIN MOHD. RADZI,BEBAS (BEBAS),1032,0,lost_deposit
Perak,P.077 Tanjong Malim,2,Mohd Nor Izzat Bin Mohd Johari,CIKGU IZZAT JOHARI,BEBAS (BEBAS),328,0,lost_deposit
Perak,P.077 Tanjong Malim,3,Chang Lih Kang,CHANG LIH KANG,PAKATAN HARAPAN (PH),25140,1,won
Perak,P.077 Tanjong Malim,4,Mah Hang Soon,DR MAH HANG SOON,BARISAN NASIONAL (BN),20963,0,lost
Perak,P.077 Tanjong Malim,5,Nolee Ashilin Binti Mohammed Radzi,NOLEE RADZI,PERIKATAN NASIONAL (PN),21599,0,lost
Perak,P.077 Tanjong Malim,6,Amir Hamzah Bin Abdul Rajak,DR AMIR HAMZAH,PARTI PEJUANG TANAHAIR (PEJUANG),609,0,lost_deposit
Pahang,P.078 Cameron Highlands,1,Ramli Bin Mohd Nor,DATO' RAMLI BIN MOHD NOR,BARISAN NASIONAL (BN),16120,1,won
Pahang,P.078 Cameron Highlands,2,Abdul Rasid Bin Mohamed Ali,DR.ABDUL RASID,PERIKATAN NASIONAL (PN),5569,0,lost
Pahang,P.078 Cameron Highlands,3,Chiong Yoke Kong,CHIONG YOKE KONG,PAKATAN HARAPAN (PH),11576,0,lost
Pahang,P.079 Lipis,1,Mohamad Shahrum Bin Osman,DATO' SHAHRUM,PERIKATAN NASIONAL (PN),11554,0,lost
Pahang,P.079 Lipis,2,Aishaton Binti Abu Bakar,AISHATON BINTI ABU BAKAR,PARTI PEJUANG TANAHAIR (PEJUANG),263,0,lost_deposit
Pahang,P.079 Lipis,3,Tengku Zulpuri Shah Bin Raja Puji,TENGKU ZULPURI SHAH BIN RAJA PUJI,PAKATAN HARAPAN (PH),6366,0,lost
Pahang,P.079 Lipis,4,Abdul Rahman Bin Mohamad,DATO SRI ABDUL RAHMAN BIN MOHAMAD,BARISAN NASIONAL (BN),17672,1,won
Pahang,P.080 Raub,1,Chow Yu Hui,CHOW YU HUI,PAKATAN HARAPAN (PH),21613,1,won
Pahang,P.080 Raub,2,Norkhairul Anuar Bin Mohamed Nor,NORKHAIRUL ANUAR BIN MOHAMED NOR,PARTI PEJUANG TANAHAIR (PEJUANG),427,0,lost_deposit
Pahang,P.080 Raub,3,Chong Sin Woon,CHONG SIN WOON,BARISAN NASIONAL (BN),16939,0,lost
Pahang,P.080 Raub,4,Mohd Fakrunizam Bin Ibrahim,DATO FAKRUNIZAM IBRAHIM,PERIKATAN NASIONAL (PN),17256,0,lost
Pahang,P.081 Jerantut,1,Hassan Basri Bin Awang Mat Dahan,DATO' DR HASSAN BASRI BIN AWANG MAT DAHAN,PAKATAN HARAPAN (PH),11444,0,lost
Pahang,P.081 Jerantut,2,Mohd Zukarmi Bin Abu Bakar,DATO' MOHD ZUKARMI,BARISAN NASIONAL (BN),23609,0,lost
Pahang,P.081 Jerantut,3,Khairil Nizam Bin Khirudin,IR. HAJI KHAIRIL,PERIKATAN NASIONAL (PN),31701,1,won
Pahang,P.082 Indera Mahkota,1,Mohamad Nor Bin Sundari,DR. MOHAMAD NOR BIN SUNDARI,PARTI PEJUANG TANAHAIR (PEJUANG),1864,0,lost_deposit
Pahang,P.082 Indera Mahkota,2,Saifuddin Bin Abdullah,DATO' SRI SAIFUDDIN ABDULLAH,PERIKATAN NASIONAL (PN),41692,1,won
Pahang,P.082 Indera Mahkota,3,Zuraidi Bin Ismail,HAJI ZURAIDI ISMAIL,PAKATAN HARAPAN (PH),33293,0,lost
Pahang,P.082 Indera Mahkota,4,Quek Tai Seong,DATO' QUEK TAI SEONG,BARISAN NASIONAL (BN),16530,0,lost
Pahang,P.083 Kuantan,1,Ab Hamid Bin Mohd Nazahar,DATO' SRI AB HAMID BIN MOHD NAZAHAR,BARISAN NASIONAL (BN),19114,0,lost
Pahang,P.083 Kuantan,2,Fuziah Binti Salleh,FUZIAH SALLEH,PAKATAN HARAPAN (PH),22648,0,lost
Pahang,P.083 Kuantan,3,Wan Razali Bin Wan Nor,WAN RAZALI WAN NOR,PERIKATAN NASIONAL (PN),25514,1,won
Pahang,P.083 Kuantan,4,Anuar Bin Mohd Tajuddin,MEJAR ANUAR TAJUDDIN (B),PARTI PEJUANG TANAHAIR (PEJUANG),486,0,lost_deposit
Pahang,P.084 Paya Besar,1,Aireroshairi Bin Roslan,USTAZ AIRE ROSLAN,PERIKATAN NASIONAL (PN),25582,0,lost
Pahang,P.084 Paya Besar,2,Rosminahar Bin Mohd Amin,IR. ROSMINAHAR,PARTI PEJUANG TANAHAIR (PEJUANG),310,0,lost_deposit
