state,parlimen,undi_keluar_peti,undi_dalam_peti,undi_tak_kembali,undi_tolak,majoriti,peratus_keluar,undi_rosak,pengundi_jumlah,pengundi_tidak_hadir,rosak_vs_keseluruhan,rosak_vs_majoriti,tidakhadir_vs_majoriti
Kedah,P.015 Sungai Petani,93847,93423,424,889,21569,83.4000015258789,1313,112526,18679,1.3990857459481922,6.087440307849228,86.60114052575454
Kedah,P.016 Baling,92128,91900,228,1388,1074,85.9000015258789,1616,107250,15122,1.7540812782216049,150.46554934823092,1408.0074487895718
Kedah,P.017 Padang Serai,71157,70911,246,827,8813,83.9000015258789,1073,84811,13654,1.5079331618814733,12.1751957335754,154.93021672529218
Kedah,P.018 Kulim-Bandar Baharu,55390,55237,153,894,4860,83.1999969482422,1047,66574,11184,1.8902328940241921,21.54320987654321,230.12345679012344
Kelantan,P.019 Tumpat,88733,87987,746,1402,17500,80.0,2148,110916,22183,2.420745382214058,12.274285714285714,126.76
Kelantan,P.020 Pengkalan Chepa,60862,60126,736,739,13232,80.69999695,1475,75417,14555,2.423515494068549,11.147218863361548,109.9984885126965
Kelantan,P.021 Kota Bharu,68306,67658,648,689,5869,77.0,1337,88709,20403,1.95736831317893,22.78071221673198,347.64014312489354
Kelantan,P.022 Pasir Mas,55319,54783,536,1232,13075,77.69999695,1768,71195,15876,3.196008604638551,13.521988527724666,121.42256214149138
Kelantan,P.023 Rantau Panjang,49639,49198,441,825,6150,75.09999847,1266,66097,16458,2.5504139890005844,20.585365853658537,267.609756097561
Kelantan,P.024 Kubang Kerian,64867,64163,704,735,19369,79.09999847,1439,82006,17139,2.2183853114834973,7.429397490835872,88.48675718932314
Kelantan,P.025 Bachok,75945,75112,833,1148,3292,82.0,1981,92615,16670,2.6084666534992427,60.17618469015796,506.37910085054676
Kelantan,P.026 Ketereh,54404,53888,516,781,4626,83.40000153,1297,65232,10828,2.384015881185207,28.037181150021617,234.0683095546909
Kelantan,P.027 Tanah Merah,59598,59108,490,986,2929,81.40000153,1476,73216,13618,2.476593174267593,50.392625469443495,464.9368385114373
Kelantan,P.028 Pasir Puteh,69745,69073,672,923,1360,81.69999695,1595,85367,15622,2.2869022869022873,117.27941176470588,1148.6764705882354
Kelantan,P.029 Machang,56320,55824,496,801,2824,82.40000153,1297,68349,12029,2.3029119318181817,45.92776203966006,425.95609065155804
Kelantan,P.030 Jeli,39627,39161,466,400,6647,83.5,866,47457,7830,2.185378655966891,13.028433879945842,117.79750263276667
Kelantan,P.031 Kuala Krai,56278,55848,430,861,7992,80.0,1291,70347,14069,2.293969224208394,16.153653653653656,176.03853853853855
Kelantan,P.032 Gua Musang,41206,40884,322,948,3913,78.5,1270,52491,11285,3.0820754259088483,32.45591617684641,288.39764886276515
Terengganu,P.033 Besut,72323,71838,485,903,4599,83.5,1388,86614,14291,1.9191681760988895,30.180474016090454,310.7414655359861
Terengganu,P.034 Setiu,73673,73222,451,1244,2802,85.40000153,1695,86268,12595,2.300707179020808,60.49250535331906,449.5003568879372
Terengganu,P.035 Kuala Nerus,73211,72832,379,727,8447,87.5,1106,83669,10458,1.5107019436969853,13.093405942938322,123.80726885284716
Terengganu,P.036 Kuala Terengganu,87786,87350,436,767,14773,84.69999695,1203,103643,15857,1.3703779645957215,8.143234278751777,107.33771068841807
Terengganu,P.037 Marang,92046,91710,336,1028,21954,87.69999695,1364,104955,12909,1.4818677617712883,6.212990798943245,58.8002186389724
Terengganu,P.038 Hulu Terengganu,63428,63217,211,871,2868,86.30000305,1082,73497,10069,1.7058712240650815,37.726638772663875,351.0808926080893
Terengganu,P.039 Dungun,76706,76300,406,886,13119,84.80000305,1292,90455,13749,1.6843532448569862,9.848311609116548,104.8021952892751
Terengganu,P.040 Kemaman,92007,91630,377,1126,2163,85.5,1503,107610,15603,1.6335713587009686,69.4868238557559,721.3592233009708
Pulau Pinang,P.041 Kepala Batas,53127,53017,110,715,4736,87.80000305,825,60509,7382,1.5528827150036704,17.419763513513516,155.86993243243242
Pulau Pinang,P.042 Tasek Gelugor,52890,52593,297,689,81,86.90000153,986,60863,7973,1.8642465494422384,1217.283950617284,9843.20987654321
Pulau Pinang,P.043 Bagan,60642,60550,92,463,43902,84.69999695,555,71596,10954,0.9152072820817255,1.2641793084597512,24.95102728805066
Pulau Pinang,P.044 Permatang Pauh,70686,70486,200,658,15668,86.40000153,858,81812,11126,1.2138188608776845,5.4761296910901205,71.01097778912433
Pulau Pinang,P.045 Bukit Mertajam,75977,75800,177,1109,52877,85.40000153,1286,88966,12989,1.6926175026652803,2.4320593074493635,24.564555477806984
Pulau Pinang,P.046 Batu Kawan,55479,55380,99,675,33553,84.80000305,774,65423,9944,1.395122478775753,2.3067981998629037,29.636694185318753
Pulau Pinang,P.047 Nibong Tebal,63199,63039,160,860,15817,86.09999847,1020,73401,10202,1.6139495878099337,6.448757665802618,64.50022128090029
Pulau Pinang,P.048 Bukit Bendera,60429,60218,211,512,40731,80.5,723,75067,14638,1.1964454152807427,1.7750607645282463,35.9382288674474
Pulau Pinang,P.049 Tanjong,40130,40074,56,347,29599,80.90000153,403,49604,9474,1.0042362322452032,1.3615324842055476,32.0078381026386
Pulau Pinang,P.050 Jelutong,64584,64386,198,720,38171,83.90000153,918,76977,12393,1.4214046822742474,2.4049671216368447,32.467056142097405
Pulau Pinang,P.051 Bukit Gelugor,76489,76233,256,528,55951,83.5,784,91603,15114,1.0249839846252402,1.401226072813712,27.012922021054138
Pulau Pinang,P.052 Bayan Baru,75884,75611,273,762,37751,83.59999847,1035,90770,14886,1.3639238838226768,2.7416492278350244,39.432068024688085
Pulau Pinang,P.053 Balik Pulau,50564,50407,157,631,6464,85.59999847,788,59070,8506,1.5584210109959655,12.19059405940594,131.59034653465346
Perak,P.054 Gerik,28032,27906,126,595,5528,78.09999847,721,35892,7860,2.572060502283105,13.042691751085384,142.18523878437048
Perak,P.055 Lenggong,23719,23610,109,405,5773,79.69999695,514,29760,6041,2.167039082592015,8.903516369305386,104.64230036376235
Perak,P.056 Larut,40470,40342,128,722,4486,81.80000305,850,49474,9004,2.100321225599209,18.947837717342843,200.7133303611235
Perak,P.057 Parit Buntar,43347,43256,91,536,3098,83.59999847,627,51850,8503,1.446466883521351,20.23886378308586,274.46739832149774
Perak,P.058 Bagan Serai,48381,48120,261,865,172,81.59999847,1126,59290,10909,2.3273599140158323,654.6511627906976,6342.441860465116
Perak,P.059 Bukit Gantang,57867,57624,243,761,4089,82.80000305,1004,69887,12020,1.7350130471598664,24.553680606505257,293.9594032770849
Perak,P.060 Taiping,71297,70835,462,1092,27384,78.59999847,1554,90708,19411,2.1796148505547217,5.674846625766871,70.88445807770961
Perak,P.061 Padang Rengas,25698,25596,102,315,2548,82.90000153,417,30998,5300,1.622694373102965,16.36577708006279,208.00627943485085
Perak,P.062 Sungai Siput,43662,43540,122,814,5607,79.40000153,936,54989,11327,2.14374055242545,16.693418940609952,202.01533797039417
Perak,P.063 Tambun,88920,87910,1010,960,5320,82.5,1970,107781,18861,2.2154745838956367,37.03007518796993,354.5300751879699
Perak,P.064 Ipoh Timor,71726,71264,462,1023,42797,78.40000153,1485,91487,19761,2.0703789420851573,3.4698693833679934,46.173797228777715
Perak,P.065 Ipoh Barat,66852,66380,472,878,45724,78.80000305,1350,84837,17985,2.0193861066235863,2.9524975942612195,39.33382906132447
Perak,P.066 Batu Gajah,63804,63520,284,733,43868,78.40000153,1017,81382,17578,1.5939439533571562,2.3183185921400566,40.070210631895684
Perak,P.067 Kuala Kangsar,30701,30567,134,511,731,83.09999847,645,36944,6243,2.100908765186802,88.23529411764706,854.0355677154583
Perak,P.068 Beruas,61617,61276,341,1009,27954,77.19999695,1350,79814,18197,2.190953795218852,4.829362524146812,65.0962295199256
Perak,P.069 Parit,29547,29415,132,425,6320,82.30000305,557,35901,6354,1.8851321623176633,8.813291139240507,100.5379746835443
Perak,P.070 Kampar,53567,53353,214,858,11801,77.09999847,1072,69477,15910,2.0012321018537533,9.083975934242861,134.8190831285484
Perak,P.071 Gopeng,80532,80086,446,853,29778,81.19999695,1299,99177,18645,1.61302339442706,4.362280878500906,62.61333870642757
Perak,P.072 Tapah,37113,36934,179,760,614,78.69999695,939,47157,10044,2.530110742866381,152.93159609120522,1635.830618892508
Perak,P.073 Pasir Salak,44508,44340,168,895,7712,81.40000153,1063,54678,10170,2.3883346814055897,13.783713692946058,131.87240663900414
Perak,P.074 Lumut,55042,54726,316,1081,400,82.0,1397,67124,12082,2.5380618436830056,349.25,3020.5
Perak,P.075 Bagan Datuk,37796,37620,176,814,5073,79.90000153,990,47304,9508,2.619324796274738,19.515079834417502,187.42361521781982
Perak,P.076 Teluk Intan,54601,54397,204,742,11179,82.09999847,946,66505,11904,1.7325690005677554,8.462295375257177,106.48537436264425
Perak,P.077 Tanjong Malim,55613,55348,265,1051,5358,81.19999695,1316,68488,12875,2.366353190800712,24.561403508771928,240.2948861515491
Pahang,P.078 Cameron Highlands,25326,25155,171,790,597,79.0,961,32058,6732,3.7945194661612573,160.9715242881072,1127.638190954774
Pahang,P.079 Lipis,28666,28554,112,462,6569,81.19999695,574,35302,6636,2.002372148189493,8.738011873953418,101.01994215253463
Pahang,P.080 Raub,46971,46791,180,766,3159,81.40000153,946,57703,10732,2.0140086436311764,29.946185501741056,339.72776194998414
Pahang,P.081 Jerantut,51414,51190,224,941,5908,80.80000305,1165,63631,12217,2.265919788384487,19.719025050778605,206.78740690589032
Pahang,P.082 Indera Mahkota,64612,64343,269,622,10950,83.69999695,891,77194,12582,1.3790008048040612,8.136986301369863,114.9041095890411
Pahang,P.083 Kuantan,52167,51968,199,798,8111,83.19999695,997,62700,10533,1.9111698966779764,12.291949204783627,129.86068302305512
Pahang,P.084 Paya Besar,44942,44771,171,671,5742,81.5,842,55143,10201,1.8735258777980508,14.663880181121561,177.6558690351794
Pahang,P.085 Pekan,72308,72007,301,1393,24859,81.30000305,1694,88939,16631,2.3427559882723905,6.81443340440082,66.90132346433887
Pahang,P.086 Maran,33363,33207,156,482,3763,81.30000305,638,41036,7673,1.912298054731289,16.954557533882543,203.90645761360616
Pahang,P.087 Kuala Krau,39102,38924,178,613,2876,82.69999695,791,47281,8179,2.0229144289294667,27.50347705146036,284.3880389429763
Pahang,P.088 Temerloh,62204,61915,289,865,1904,82.80000305,1154,75125,12921,1.8551861616616296,60.60924369747899,678.6239495798319
Pahang,P.089 Bentong,56173,55889,284,783,2032,83.40000153,1067,67353,11180,1.899489078382853,52.50984251968504,550.1968503937009
Pahang,P.090 Bera,48339,48072,267,767,2311,82.30000305,1034,58735,10396,2.1390595585345165,44.742535698831674,449.8485504110775
Pahang,P.091 Rompin,50905,50654,251,917,11395,82.19999695,1168,61928,11023,2.294470091346626,10.25010969723563,96.73541026766127
Selangor,P.092 Sabak Bernam,34023,33915,108,565,1674,83.30000305,673,40843,6820,1.9780736560561971,40.20310633213859,407.40740740740745
Selangor,P.093 Sungai Besar,41878,41770,108,564,714,85.90000153,672,48752,6874,1.6046611586035628,94.11764705882352,962.7450980392157
Selangor,P.094 Hulu Selangor,86798,86531,267,1310,13391,85.90000153,1577,101045,14247,1.816862139680638,11.77656635053394,106.39235307295945
Selangor,P.095 Tanjong Karang,41184,41029,155,531,1970,87.30000305,686,47175,5991,1.6656954156954156,34.82233502538071,304.11167512690355
Selangor,P.096 Kuala Selangor,60843,60717,126,996,8498,87.69999695,1122,69376,8533,1.8440905280804691,13.20310661332078,100.41186161449754
Selangor,P.097 Selayang,99450,98955,495,953,40657,85.59999847,1448,116179,16729,1.4560080442433383,3.5615023243229946,41.14666601077305
Selangor,P.098 Gombak,120548,119975,573,933,48721,85.40000153,1506,141156,20608,1.2492948866841425,3.0910695593276,42.29798238952402
Selangor,P.099 Ampang,77539,77158,381,608,41956,84.5,989,91762,14223,1.2754871741962108,2.357231385260749,33.89979979025646
Selangor,P.100 Pandan,86514,86291,223,517,52543,85.40000153,740,101304,14790,0.8553528908615946,1.4083702871933466,28.148373712958907
Selangor,P.101 Hulu Langat,89577,89176,401,929,25424,87.5,1330,102373,12796,1.4847561315962803,5.2312775330396475,50.330396475770925
Selangor,P.102 Bangi,157933,157441,492,1114,68768,88.30000305,1606,178859,20926,1.0168869077393579,2.335388552815263,30.429851093531873
Selangor,P.103 Puchong,84357,84145,212,667,47635,87.5,879,96408,12051,1.0420000711262847,1.8452818305867535,25.29862496063819
Selangor,P.104 Subang,126883,126315,568,610,92353,86.69999695,1178,146347,19464,0.9284143659907158,1.2755405888276503,21.07565536582461
Selangor,P.105 Petaling Jaya,116597,116247,350,968,57137,82.69999695,1318,140987,24390,1.1303892896043637,2.3067364404851496,42.68687540472899
Selangor,P.106 Damansara,137639,137147,492,867,106903,83.80000305,1359,164247,26608,0.9873654996040367,1.2712458958120914,24.889853418519593
Selangor,P.107 Sungai Buloh,78874,78637,237,686,26634,87.0,923,90659,11785,1.170220858584578,3.465495231658782,44.247953743335586
Selangor,P.108 Shah Alam,94241,93907,334,664,33849,87.80000305,998,107335,13094,1.0589870650778324,2.9483884309728503,38.683565245649795
Selangor,P.109 Kapar,107829,107590,239,1497,16306,86.30000305,1736,124946,17117,1.609956505207319,10.646387832699618,104.97362933889364
Selangor,P.110 Klang,128536,128278,258,1204,78773,86.09999847,1462,149286,20750,1.1374245347606897,1.8559658766328564,26.341512954946495
Selangor,P.111 Kota Raja,129412,129092,320,966,71142,86.80000305,1286,149092,19680,0.9937254659536982,1.8076523010317394,27.662983891372185
Selangor,P.112 Kuala Langat,89437,89228,209,1131,17112,87.30000305,1340,102447,13010,1.4982613459753793,7.830762038335671,76.02851799906499
Selangor,P.113 Sepang,92087,91740,347,1083,18705,88.09999847,1430,104525,12438,1.552879342361028,7.64501470195135,66.49558941459503
W.P. Kuala Lumpur,P.114 Kepong,61812,61727,85,323,51628,85.0,408,72720,10908,0.6600660066006601,0.790268846362439,21.128070039513442
W.P. Kuala Lumpur,P.115 Batu,63600,63303,297,498,24438,83.30000305,795,76350,12750,1.25,3.253130370734102,52.17284556837711
W.P. Kuala Lumpur,P.116 Wangsa Maju,74509,74133,376,525,24238,84.19999695,901,88490,13981,1.2092498892751211,3.7173034078719365,57.682151992738675
W.P. Kuala Lumpur,P.117 Segambut,65265,65016,249,289,45702,83.69999695,538,77974,12709,0.8243315712862943,1.1771913701807362,27.80841101045906
W.P. Kuala Lumpur,P.118 Setiawangsa,61884,61191,339,693,14372,85.80000305,1032,72125,10241,1.6676362226100447,7.180629000834957,71.25661007514611
W.P. Kuala Lumpur,P.119 Titiwangsa,50858,50709,149,323,4139,82.59999847,472,61571,10713,0.9280742459396751,11.403720705484416,258.8306354191834
W.P. Kuala Lumpur,P.120 Bukit Bintang,52765,52662,103,254,37260,75.90000153,357,69519,16754,0.6765848573865252,0.9581320450885669,44.96511003757381
W.P. Kuala Lumpur,P.121 Lembah Pantai,67059,66843,216,538,5598,83.5,754,80310,13251,1.1243830060096331,13.469096105752055,236.7095391211147
W.P. Kuala Lumpur,P.122 Seputeh,70583,70423,160,294,56059,81.80000305,454,86287,15704,0.6432143717325702,0.8098610392622059,28.013343084964053
W.P. Kuala Lumpur,P.123 Cheras,64074,63952,122,275,49665,81.30000305,397,78811,14737,0.6195960920186034,0.7993556830766133,29.672807812342693
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,71180,70650,530,444,19930,85.09999847,974,83642,12462,1.3683618994099467,4.887104867034621,62.52885097842449
W.P. Putrajaya,P.125 Putrajaya,24881,24704,177,146,3372,91.09999847,323,27311,2430,1.2981793336280696,9.57888493475682,72.06405693950177
Negeri Sembilan,P.126 Jelebu,39733,39543,190,586,2045,81.90000153,776,48514,8781,1.9530365187627414,37.946210268948654,429.38875305623475
Negeri Sembilan,P.127 Jempol,58523,58299,224,1025,1631,81.09999847,1249,72161,13638,2.134203646429609,76.5787860208461,836.1741263028816
Negeri Sembilan,P.128 Seremban,93254,92870,384,1052,30694,84.59999847,1436,110229,16975,1.5398803268492505,4.678438782824005,55.30396820225452
Negeri Sembilan,P.129 Kuala Pilah,41156,41006,150,769,200,82.59999847,919,49825,8669,2.2329672465740114,459.5,4334.5
Negeri Sembilan,P.130 Rasah,86655,85610,1045,303,46867,84.30000305,1348,102793,16138,1.5555940222722289,2.8762242089316574,34.433610002773804
Negeri Sembilan,P.131 Rembau,75315,74909,406,1053,4364,85.19999695,1459,88397,13082,1.9371971054902741,33.43263061411549,299.77085242896425
Negeri Sembilan,P.132 Port Dickson,62548,62282,266,948,17710,83.19999695,1214,75177,12629,1.9409093815949352,6.854884246188594,71.30999435347262
Negeri Sembilan,P.133 Tampin,49515,49316,199,850,1002,81.5,1049,60754,11239,2.1185499343633243,104.69061876247505,1121.6566866267465
Melaka,P.134 Masjid Tanah,43093,42961,132,636,8159,83.80000305,768,51423,8330,1.78219200334161,9.412918249785513,102.0958450790538
Melaka,P.135 Alor Gajah,59000,58822,178,1007,6980,83.80000305,1185,70405,11405,2.0084745762711864,16.977077363896846,163.39541547277935
Melaka,P.136 Tangga Batu,70453,70287,166,1145,4659,84.69999695,1311,83179,12726,1.860815011426057,28.139085640695427,273.1487443657437
Melaka,P.137 Hang Tuah Jaya,77758,77492,266,909,8640,87.0,1175,89377,11619,1.511098536484992,13.599537037037038,134.47916666666666
Melaka,P.138 Kota Melaka,107085,106708,377,1432,49175,84.40000153,1809,126877,19792,1.689312228603446,3.6786985256736147,40.24809354346721
Melaka,P.139 Jasin,62912,62673,239,912,219,85.69999695,1151,73409,10497,1.8295396744659207,525.5707762557078,4793.150684931507
Johor,P.140 Segamat,46170,46046,124,726,5476,83.40000153,850,55359,9189,1.8410223088585662,15.522279035792549,167.80496712929144
Johor,P.141 Sekijang,38527,38395,132,558,1281,84.5,690,45594,7067,1.7909518000363382,53.86416861826698,551.6783762685402
Johor,P.142 Labis,33146,33068,78,490,3410,82.09999847,568,40372,7226,1.7136306039944489,16.656891495601172,211.90615835777126
Johor,P.143 Pagoh,43667,43365,302,693,6927,84.80000305,995,51494,7827,2.278608560239998,14.36408257542948,112.9926375054136
Johor,P.144 Ledang,66708,66462,246,1048,8666,86.09999847,1294,77477,10769,1.9397973256580918,14.931917839833833,124.26725132702516
Johor,P.145 Bakri,62632,62431,201,631,23211,84.80000305,832,73858,11226,1.3283944309618088,3.5845073456550773,48.36499935375468
Johor,P.146 Muar,42868,42719,149,636,6953,84.30000305,785,50851,7983,1.8312027619669684,11.290090608370488,114.81374946066447
Johor,P.147 Parit Sulong,50778,50601,177,832,6341,85.19999695,1009,59598,8820,1.9870810193390838,15.912316669295064,139.09478000315409
Johor,P.148 Ayer Hitam,39474,39380,94,556,303,85.5,650,46168,6694,1.6466534934387191,214.5214521452145,2209.240924092409
Johor,P.149 Sri Gading,45193,44917,276,635,3288,86.69999695,911,52125,6932,2.015798906910362,27.706812652068123,210.8272506082725
Johor,P.150 Batu Pahat,83574,83234,340,1097,17894,84.80000305,1437,98554,14980,1.719434273817216,8.030624790432547,83.71521180283894
Johor,P.151 Simpang Renggam,36695,36601,94,779,3475,83.40000153,873,43998,7303,2.3790707180814827,25.122302158273378,210.15827338129495
Johor,P.152 Kluang,81841,81452,389,921,23053,84.40000153,1310,96968,15127,1.6006647035104655,5.682557584696135,65.61835769747972
Johor,P.153 Sembrong,36768,36642,126,598,6662,83.30000305,724,44139,7371,1.9691035683202784,10.867607325127588,110.64244971480035
Johor,P.154 Mersing,38306,38164,142,796,8459,79.5,938,48183,9877,2.4487025531248365,11.088781179808487,116.76321078141625
Johor,P.155 Tenggara,37818,37698,120,664,5933,84.5,784,44755,6937,2.0730868898408166,13.214225518287545,116.92229900556211
Johor,P.156 Kota Tinggi,39418,38995,423,802,14621,84.40000153,1225,46703,7285,3.1077172865188496,8.378359893304152,49.825593324669995
Johor,P.157 Pengerang,33580,32798,782,557,11417,83.0,1339,40457,6877,3.9874925550923166,11.728124726285364,60.23473767189279
Johor,P.158 Tebrau,105420,104217,274,1203,37225,85.69999695,1477,123010,17590,1.401062416998672,3.967763599731363,47.25319006044325
Johor,P.159 Pasir Gudang,106576,106351,225,1342,24726,85.80000305,1567,124214,17638,1.4703122654256118,6.337458545660439,71.33381865243064
Johor,P.160 Johor Bahru,81645,81378,267,1056,19782,80.5,1323,101422,19777,1.620429909976116,6.687898089171974,99.97472449701749
Johor,P.161 Pulai,88116,87859,257,966,28924,82.90000153,1223,106291,18175,1.3879431658268646,4.228322500345734,62.83709030562854
Johor,P.162 Iskandar Puteri,118779,118575,204,1987,44864,85.90000153,2191,138275,19496,1.8446021603145335,4.883648359486448,43.45577746077033
Johor,P.163 Kulai,85687,85519,168,976,32748,86.40000153,1144,99174,13487,1.3350916708485534,3.493343104922438,41.18419445462319
Johor,P.164 Pontian,46683,46464,219,738,833,84.0,957,55575,8892,2.049996786838892,114.88595438175271,1067.466986794718
Johor,P.165 Tanjung Piai,45858,45789,69,841,524,85.69999695,910,53509,7651,1.9843865846744297,173.66412213740458,1460.1145038167938
W.P. Labuan,P.166 Labuan,21729,21660,69,302,1450,76.59999847,371,28366,6637,1.707395646371209,25.586206896551722,457.7241379310345
Sabah,P.167 Kudat,38205,38034,171,955,1359,73.09999847,1126,52264,14059,2.94725821227588,82.85504047093451,1034.5106696100072
Sabah,P.168 Kota Marudu,35231,35085,146,1179,1774,74.90000153,1325,47037,11806,3.760892395901337,74.68996617812851,665.5016910935739
Sabah,P.169 Kota Belud,47565,47271,294,1173,4262,82.09999847,1467,57935,10370,3.084200567644276,34.420459877991554,243.31299859221022
Sabah,P.170 Tuaran,44834,44601,233,958,7624,82.40000153,1191,54410,9576,2.6564660748539053,15.621720881427073,125.60335781741867
Sabah,P.171 Sepanggar,49012,48698,314,913,12984,78.5,1227,62435,13423,2.5034685383171467,9.450092421441775,103.38108441158349
Sabah,P.172 Kota Kinabalu,42973,42873,100,563,24086,76.40000153,663,56247,13274,1.5428292183464036,2.752636386282488,55.11085277754712
Sabah,P.173 Putatan,31865,31616,249,826,2339,77.09999847,1075,41329,9464,3.3736074062450965,45.95981188542112,404.617357845233
Sabah,P.174 Penampang,43659,43525,134,417,23473,82.19999695,551,53113,9454,1.2620536430060239,2.347377838367486,40.27606185830528
Sabah,P.175 Papar,36540,36379,161,543,325,83.80000305,704,43603,7063,1.9266557197591678,216.6153846153846,2173.230769230769
Sabah,P.176 Kimanis,25519,25413,106,385,156,86.19999695,491,29604,4085,1.9240565852893923,314.7435897435897,2618.5897435897436
Sabah,P.177 Beaufort,28154,28011,143,799,3331,84.40000153,942,33357,5203,3.345883355828657,28.27979585709997,156.19933953767637
Sabah,P.178 Sipitang,25483,25367,116,596,852,79.90000153,712,31893,6410,2.7940195424400582,83.56807511737088,752.3474178403756
Sabah,P.179 Ranau,33904,33711,193,769,1076,77.59999847,962,43690,9786,2.8374233128834354,89.40520446096654,909.4795539033457
Sabah,P.180 Keningau,40913,40671,242,522,45,79.90000153,764,51205,10292,1.8673771172976805,1697.7777777777778,22871.11111111111
Sabah,P.181 Tenom,23027,22899,128,661,1133,78.90000153,789,29185,6158,3.426412472315108,69.63812886142983,543.5127978817299
Sabah,P.182 Pensiangan,24955,24896,59,528,2314,79.5,587,31389,6434,2.3522340212382287,25.36732929991357,278.04667242869493
Sabah,P.183 Beluran,21606,21530,76,832,7115,75.80000305,908,28503,6897,4.202536332500231,12.761770906535489,96.93605059732958
Sabah,P.184 Libaran,37248,37091,157,948,678,77.69999695,1105,47938,10690,2.966602233676976,162.9793510324484,1576.6961651917404
Sabah,P.185 Batu Sapi,24029,23916,113,655,4619,73.80000305,768,32559,8530,3.196137999916767,16.626975535830265,184.67200692790647
Sabah,P.186 Sandakan,28668,28592,76,502,10098,72.09999847,578,39761,11093,2.0161852937072693,5.723905723905724,109.85343632402456
Sabah,P.187 Kinabatangan,22257,22179,78,661,9478,77.5,739,28718,6461,3.32030372467089,7.797003587254695,68.16838995568686
Sabah,P.188 Lahad Datu,44294,44119,175,1079,6401,72.69999695,1254,60927,16633,2.8310832166884907,19.590688954850805,259.8500234338385
Sabah,P.189 Semporna,34613,34408,205,982,20674,71.69999695,1187,48274,13661,3.429347355040014,5.741511076714715,66.07816581213119
Sabah,P.190 Tawau,43861,43734,127,981,4727,73.19999695,1108,59919,16058,2.5261621942044186,23.43981383541358,339.70806008038926
Sabah,P.191 Kalabakan,38041,37749,292,840,3187,72.90000153,1132,52182,14141,2.9757367051339347,35.51929714465014,443.70881706934415
Sarawak,P.192 Mas Gading,22822,22754,68,236,3024,77.09999847,304,29600,6778,1.332048023836649,10.052910052910052,224.14021164021162
Sarawak,P.193 Santubong,33868,33713,155,440,19485,74.19999695,595,45644,11776,1.756820597614267,3.053630998203747,60.43623299974339
Sarawak,P.194 Petra Jaya,43513,43299,214,354,15017,75.09999847,568,57940,14427,1.3053570197412268,3.7823799693680495,96.07111939801558
Sarawak,P.195 Bandar Kuching,61483,61364,119,241,35973,75.09999847,360,81868,20385,0.5855277068457948,1.0007505629221916,56.6675006254691
Sarawak,P.196 Stampin,52550,52307,243,408,14221,79.30000305,651,66267,13717,1.2388201712654614,4.577737149286267,96.45594543281064
Sarawak,P.197 Kota Samarahan,36551,36298,253,431,16992,78.90000153,684,46325,9774,1.8713578287871742,4.025423728813559,57.521186440677965
Sarawak,P.198 Puncak Borneo,35142,35034,108,514,4005,76.09999847,622,46178,11036,1.7699618689886745,15.530586766541823,275.55555555555554
Sarawak,P.199 Serian,27880,27804,76,385,9905,74.09999847,461,37624,9744,1.6535150645624104,4.654215042907622,98.37455830388693
